	Mcg	Gvh	Alm	Mit	Erl	Vac	Nuc	Label
0	0.11	0.41	0.67	0.13	0.5	0.45	0.29	0
1	0.4	0.53	0.44	0.18	0.5	0.54	0.31	0
2	0.36	0.3	0.5	0.19	0.5	0.55	0.3	0
3	0.35	0.44	0.54	0.26	0.5	0.52	0.26	0
4	0.43	0.28	0.53	0.34	0.5	0.55	0.57	0
5	0.33	0.48	0.55	0.16	0.5	0.53	0.75	0
6	0.45	0.21	0.49	0.24	0.5	0.46	0.31	0
7	0.44	0.34	0.61	0.13	0.5	0.49	0.26	0
8	0.87	0.47	0.6	0.47	0.5	0.59	0.22	0
9	0.3	0.55	0.58	0.16	0.5	0.61	0.28	0
10	0.47	0.47	0.5	0.15	0.5	0.5	0.48	0
11	0.51	0.34	0.49	0.16	0.5	0.53	0.21	0
12	0.64	0.76	0.51	0.18	0.5	0.46	0.22	0
13	0.45	0.41	0.58	0.48	0.5	0.53	0.64	0
14	0.9	0.54	0.59	0.2	0.5	0.48	0.22	0
15	0.88	0.59	0.54	0.39	0.5	0.41	0.3	0
16	0.7	0.51	0.47	0.24	0.5	0.53	0.25	0
17	0.25	0.36	0.58	0.3	0.5	0.58	0.31	0
18	0.69	0.62	0.49	0.0	1.0	0.47	0.22	0
19	0.58	0.51	0.56	0.16	0.5	0.34	0.22	0
20	0.39	0.42	0.49	0.1	0.5	0.49	0.65	0
21	0.31	0.42	0.48	0.17	0.5	0.49	0.53	0
22	0.64	0.52	0.5	0.26	0.5	0.51	0.31	0
23	0.33	0.38	0.45	0.19	0.5	0.54	0.37	0
24	0.61	0.46	0.44	0.47	0.5	0.5	0.37	0
25	0.37	0.42	0.6	0.13	0.5	0.51	0.22	0
26	0.67	0.46	0.58	0.3	0.5	0.57	0.27	0
27	0.41	0.48	0.54	0.24	0.5	0.37	0.51	0
28	0.48	0.46	0.58	0.26	0.5	0.44	0.22	0
29	0.44	0.42	0.57	0.22	0.5	0.5	0.25	0
30	0.53	0.54	0.43	0.18	0.5	0.53	0.31	0
31	0.4	0.37	0.54	0.13	0.5	0.48	0.22	0
32	0.5	0.42	0.57	0.49	0.5	0.48	0.27	0
33	0.45	0.4	0.43	0.22	0.5	0.51	0.48	0
34	0.38	0.48	0.51	0.13	0.5	0.5	0.32	0
35	0.49	0.48	0.52	0.2	0.5	0.55	0.22	0
36	0.36	0.39	0.54	0.16	0.5	0.5	0.28	0
37	0.54	0.53	0.48	0.14	0.5	0.49	0.33	0
38	0.37	0.48	0.5	0.26	0.5	0.52	0.39	0
39	0.25	0.39	0.5	0.23	0.5	0.5	0.28	0
40	0.49	0.71	0.54	0.13	0.5	0.58	0.22	0
41	0.56	0.5	0.56	0.26	0.5	0.53	0.27	0
42	0.41	0.53	0.41	0.15	0.5	0.54	0.25	0
43	0.69	0.7	0.5	0.3	0.5	0.54	0.22	1
44	0.63	0.55	0.53	0.51	0.5	0.55	0.22	1
45	0.7	0.78	0.53	0.24	0.5	0.48	0.22	1
46	0.11	0.41	0.67	0.13	0.5	0.45	0.29	0
47	0.4	0.53	0.44	0.18	0.5	0.54	0.31	0
48	0.36	0.3	0.5	0.19	0.5	0.55	0.3	0
49	0.35	0.44	0.54	0.26	0.5	0.52	0.26	0
50	0.43	0.28	0.53	0.34	0.5	0.55	0.57	0
51	0.33	0.48	0.55	0.16	0.5	0.53	0.75	0
52	0.45	0.21	0.49	0.24	0.5	0.46	0.31	0
53	0.44	0.34	0.61	0.13	0.5	0.49	0.26	0
54	0.87	0.47	0.6	0.47	0.5	0.59	0.22	0
55	0.3	0.55	0.58	0.16	0.5	0.61	0.28	0
56	0.47	0.47	0.5	0.15	0.5	0.5	0.48	0
57	0.51	0.34	0.49	0.16	0.5	0.53	0.21	0
58	0.64	0.76	0.51	0.18	0.5	0.46	0.22	0
59	0.45	0.41	0.58	0.48	0.5	0.53	0.64	0
60	0.9	0.54	0.59	0.2	0.5	0.48	0.22	0
61	0.88	0.59	0.54	0.39	0.5	0.41	0.3	0
62	0.7	0.51	0.47	0.24	0.5	0.53	0.25	0
63	0.25	0.36	0.58	0.3	0.5	0.58	0.31	0
64	0.69	0.62	0.49	0.0	1.0	0.47	0.22	0
65	0.58	0.51	0.56	0.16	0.5	0.34	0.22	0
66	0.39	0.42	0.49	0.1	0.5	0.49	0.65	0
67	0.31	0.42	0.48	0.17	0.5	0.49	0.53	0
68	0.64	0.52	0.5	0.26	0.5	0.51	0.31	0
69	0.33	0.38	0.45	0.19	0.5	0.54	0.37	0
70	0.61	0.46	0.44	0.47	0.5	0.5	0.37	0
71	0.37	0.42	0.6	0.13	0.5	0.51	0.22	0
72	0.67	0.46	0.58	0.3	0.5	0.57	0.27	0
73	0.41	0.48	0.54	0.24	0.5	0.37	0.51	0
74	0.48	0.46	0.58	0.26	0.5	0.44	0.22	0
75	0.44	0.42	0.57	0.22	0.5	0.5	0.25	0
76	0.53	0.54	0.43	0.18	0.5	0.53	0.31	0
77	0.4	0.37	0.54	0.13	0.5	0.48	0.22	0
78	0.5	0.42	0.57	0.49	0.5	0.48	0.27	0
