	1	2	3	4	5	6	7	label
0	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
1	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
2	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
3	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
4	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
5	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
6	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
7	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
8	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
9	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
10	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
11	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
12	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
13	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
14	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
15	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
16	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
17	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
18	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
19	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
20	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
21	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
22	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
23	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
24	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
25	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
26	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
27	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
28	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
29	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
30	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
31	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
32	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
33	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
34	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
35	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
36	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
37	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
38	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
39	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
40	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
41	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
42	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
43	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
44	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
45	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
46	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
47	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
48	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
49	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
50	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
51	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
52	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
53	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
54	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
55	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
56	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
57	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
58	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
59	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
60	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
61	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
62	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
63	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
64	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
65	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
66	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
67	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
68	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
69	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
70	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
71	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
72	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
73	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
74	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
75	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
76	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
77	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
78	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
79	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
80	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
81	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
82	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
83	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
84	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
85	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
86	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
87	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
88	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
89	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
90	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
91	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
92	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
93	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
94	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
95	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
96	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
97	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
98	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
99	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
100	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
101	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
102	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
103	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
104	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
105	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
