	1	2	3	4	5	6	7	label
0	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
1	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
2	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
3	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
4	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
5	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
6	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
7	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
8	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
9	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
10	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
11	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
12	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
13	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
14	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
15	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
16	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
17	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
18	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
19	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
20	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
21	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
22	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
23	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
24	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
25	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
26	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
27	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
28	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
29	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
30	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
31	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
32	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
33	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
34	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
35	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
36	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
37	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
38	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
39	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
40	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
41	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
42	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
43	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
44	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
45	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
46	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
47	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
48	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
49	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
50	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
51	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
52	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
53	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
54	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
55	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
56	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
57	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
58	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
59	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
60	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
61	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
62	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
63	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
64	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
65	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
66	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
67	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
68	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
69	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
70	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
71	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
72	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
73	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
74	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
75	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
76	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
77	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
78	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
79	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
80	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
81	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
82	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
83	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
84	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
85	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
86	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
87	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
88	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
89	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
90	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
91	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
92	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
93	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
94	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
95	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
96	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
97	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
98	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
99	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
100	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
101	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
102	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
103	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
104	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
105	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
106	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
107	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
108	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
109	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
110	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
111	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
112	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
113	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
114	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
115	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
116	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
117	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
118	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
119	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
120	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
121	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
122	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
123	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
124	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
125	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
126	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
127	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
128	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
129	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
130	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
131	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
132	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
133	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
134	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
135	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
136	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
137	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
138	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
139	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
140	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
141	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
142	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
143	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
144	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
145	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
146	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
147	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
148	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
149	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
150	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
