	1	2	3	4	5	6	7	label
0	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
1	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
2	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
3	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
4	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
5	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
6	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
7	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
8	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
9	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
10	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
11	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
12	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
13	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
14	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
15	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
16	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
17	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
18	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
19	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
20	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
21	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
22	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
23	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
24	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
25	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
26	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
27	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
28	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
29	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
30	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
31	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
32	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
33	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
34	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
35	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
36	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
37	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
38	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
39	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
40	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
41	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
42	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
43	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
44	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
45	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
46	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
47	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
48	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
49	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
50	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
51	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
52	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
53	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
54	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
55	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
56	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
57	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
58	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
59	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
60	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
61	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
62	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
63	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
64	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
65	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
66	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
67	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
68	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
69	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
70	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
71	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
72	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
73	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
74	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
75	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
76	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
77	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
78	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
79	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
80	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
81	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
82	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
83	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
84	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
85	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
86	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
87	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
88	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
89	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
90	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
91	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
92	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
93	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
94	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
95	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
96	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
97	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
98	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
99	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
100	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
101	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
102	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
103	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
104	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
105	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
106	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
107	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
108	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
109	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
110	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
111	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
112	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
113	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
114	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
115	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
116	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
117	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
118	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
119	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
120	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
121	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
122	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
123	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
124	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
125	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
126	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
127	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
128	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
129	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
130	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
131	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
132	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
133	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
134	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
135	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
136	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
137	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
138	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
139	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
140	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
141	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
142	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
143	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
144	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
145	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
146	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
147	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
148	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
149	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
150	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
151	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
152	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
153	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
154	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
155	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
156	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
157	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
158	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
159	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
160	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
161	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
162	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
163	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
