	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	label
0	0.46	0.42	0.51	0.16	0.5	0.0	0.56	0.22	0
1	0.6	0.51	0.49	0.18	0.5	0.0	0.53	0.38	0
2	0.85	0.66	0.49	0.18	0.5	0.0	0.51	0.22	0
3	0.55	0.52	0.44	0.2	0.5	0.0	0.56	0.22	0
4	0.49	0.38	0.56	0.09	0.5	0.0	0.46	0.22	0
5	0.38	0.4	0.53	0.12	0.5	0.0	0.55	0.22	0
6	0.55	0.55	0.52	0.13	0.5	0.0	0.53	0.25	0
7	0.46	0.44	0.58	0.17	0.5	0.0	0.55	0.22	0
8	0.34	0.46	0.52	0.19	0.5	0.0	0.53	0.26	0
9	0.58	0.56	0.46	0.14	0.5	0.0	0.51	0.22	0
10	0.46	0.47	0.44	0.18	1.0	0.0	0.46	0.22	0
11	0.44	0.71	0.5	0.21	0.5	0.0	0.54	0.27	0
12	0.56	0.49	0.32	0.22	0.5	0.0	0.5	0.22	0
13	0.41	0.49	0.47	0.09	0.5	0.0	0.49	0.22	0
14	0.44	0.51	0.53	0.3	0.5	0.0	0.53	0.22	0
15	0.54	0.51	0.56	0.15	0.5	0.0	0.54	0.31	0
16	0.51	0.51	0.32	0.27	0.5	0.0	0.54	0.22	0
17	0.46	0.38	0.51	0.2	0.5	0.0	0.51	0.22	0
18	0.55	0.72	0.35	0.26	0.5	0.0	0.49	0.22	0
19	0.54	0.44	0.35	0.19	0.5	0.0	0.51	0.27	0
20	0.65	0.66	0.37	0.12	0.5	0.0	0.52	0.27	0
21	0.41	0.4	0.56	0.17	0.5	0.0	0.56	0.22	0
22	0.39	0.71	0.38	0.14	0.5	0.0	0.5	0.22	0
23	0.37	0.42	0.46	0.15	0.5	0.0	0.51	0.31	0
24	0.59	0.55	0.57	0.18	0.5	0.0	0.51	0.22	0
25	0.48	0.51	0.5	0.24	0.5	0.0	0.54	0.38	0
26	0.39	0.3	0.63	0.2	0.5	0.0	0.43	0.47	0
27	0.47	0.52	0.54	0.25	0.5	0.0	0.54	0.29	0
28	0.77	0.82	0.4	0.36	0.5	0.0	0.38	0.22	0
29	0.52	0.55	0.39	0.09	1.0	0.0	0.55	0.25	0
30	0.42	0.28	0.33	0.23	0.5	0.0	0.39	0.26	0
31	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
32	0.7	0.78	0.53	0.24	0.5	0.0	0.48	0.22	0
33	0.85	0.69	0.34	0.31	0.5	0.0	0.57	0.3	0
