	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	label
0	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
1	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
2	0.25	0.48	0.45	0.32	0.5	0.0	0.4	0.22	0
3	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
4	0.61	0.54	0.54	0.38	0.5	0.0	0.54	0.29	0
5	0.78	0.73	0.27	0.28	0.5	0.0	0.56	0.22	0
6	0.31	0.51	0.38	0.18	0.5	0.0	0.46	0.31	0
7	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
8	0.31	0.4	0.31	0.17	0.5	0.0	0.52	0.22	0
9	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
10	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
11	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
12	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
13	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
14	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
15	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
16	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
17	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
18	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
19	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
20	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
21	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
22	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
23	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
24	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
25	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
26	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
27	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
28	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
29	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
30	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
31	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
32	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
33	0.44	0.54	0.51	0.16	0.5	0.0	0.58	0.22	0
34	0.44	0.55	0.51	0.16	0.5	0.0	0.6	0.22	0
35	0.77	0.7	0.44	0.29	0.5	0.0	0.56	0.22	0
36	0.4	0.56	0.53	0.15	0.5	0.0	0.49	0.22	0
37	0.79	0.79	0.42	0.26	0.5	0.0	0.6	0.22	0
38	0.8	0.83	0.43	0.24	0.5	0.0	0.54	0.22	0
39	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
40	0.55	0.69	0.51	0.12	0.5	0.0	0.51	0.22	0
41	0.49	0.5	0.42	0.43	0.5	0.0	0.5	0.36	0
