	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	label
0	0.68	0.68	0.49	0.15	0.5	0.0	0.53	0.22	0
1	0.47	0.6	0.35	0.21	0.5	0.0	0.52	0.22	0
2	0.57	0.44	0.42	0.2	0.5	0.0	0.54	0.22	0
3	0.4	0.47	0.48	0.18	0.5	0.0	0.46	0.22	0
4	0.34	0.54	0.54	0.13	0.5	0.0	0.52	0.22	0
5	0.29	0.46	0.54	0.27	0.5	0.0	0.49	0.22	0
6	0.46	0.42	0.6	0.21	0.5	0.0	0.4	0.22	0
7	0.8	0.81	0.55	0.35	0.5	0.0	0.42	0.22	0
8	0.79	0.74	0.49	0.33	0.5	0.0	0.48	0.22	0
9	0.45	0.48	0.63	0.67	0.5	0.0	0.48	0.22	0
10	0.66	0.52	0.52	0.44	0.5	0.0	0.56	0.27	0
11	0.5	0.49	0.59	0.47	0.5	0.0	0.49	0.36	0
12	0.48	0.47	0.54	0.55	0.5	0.0	0.51	0.65	0
13	0.6	0.59	0.45	0.23	0.5	0.0	0.55	0.22	0
14	0.45	0.73	0.47	0.65	0.5	0.0	0.54	0.43	0
15	0.46	0.55	0.61	0.13	0.5	0.0	0.47	0.22	0
16	0.42	0.5	0.53	0.22	0.5	0.83	0.5	0.22	0
17	0.66	0.66	0.32	0.54	0.5	0.0	0.51	0.22	0
18	0.74	0.56	0.35	0.36	0.5	0.0	0.51	0.25	0
19	0.89	0.52	0.41	0.26	0.5	0.0	0.52	0.31	0
20	0.67	0.51	0.54	0.21	0.5	0.0	0.43	0.3	0
21	0.4	0.68	0.5	0.82	0.5	0.0	0.44	0.36	0
22	0.59	0.57	0.43	0.26	0.5	0.0	0.51	0.22	0
23	0.6	0.62	0.54	0.4	0.5	0.0	0.5	0.22	0
24	0.36	0.4	0.53	0.48	0.5	0.0	0.48	0.22	0
25	0.51	0.42	0.56	0.38	0.5	0.0	0.46	0.22	0
26	0.41	0.54	0.58	0.2	0.5	0.0	0.52	0.22	0
27	0.57	0.4	0.62	0.3	0.5	0.0	0.48	0.11	0
28	0.52	0.5	0.59	0.31	0.5	0.0	0.5	0.22	0
29	0.42	0.53	0.53	0.64	0.5	0.0	0.47	0.22	0
30	0.5	0.46	0.64	0.36	0.5	0.0	0.49	0.22	0
31	0.6	0.51	0.6	0.38	0.5	0.83	0.52	0.24	0
32	0.45	0.38	0.64	0.14	0.5	0.0	0.54	0.22	0
33	0.6	0.57	0.64	0.52	0.5	0.0	0.47	0.28	0
34	0.53	0.42	0.58	0.29	0.5	0.0	0.5	0.22	0
35	0.41	0.52	0.53	0.41	0.5	0.0	0.39	0.33	0
36	0.45	0.43	0.63	0.4	0.5	0.0	0.59	0.11	0
37	0.44	0.44	0.67	0.35	0.5	0.0	0.48	0.26	0
38	0.58	0.52	0.61	0.33	0.5	0.0	0.38	0.11	0
39	0.57	0.61	0.55	0.27	0.5	0.0	0.44	0.21	0
40	0.57	0.58	0.58	0.35	0.5	0.0	0.49	0.22	0
41	0.64	0.64	0.56	0.21	0.5	0.0	0.5	0.22	0
42	0.56	0.5	0.61	0.49	0.5	0.0	0.46	0.28	0
43	0.6	0.46	0.59	0.16	0.5	0.0	0.49	0.22	0
44	0.36	0.38	0.56	0.44	0.5	0.0	0.48	0.22	0
45	0.53	0.52	0.61	0.35	0.5	0.0	0.5	0.22	0
46	0.62	0.59	0.54	0.47	0.5	0.0	0.46	0.22	0
47	0.55	0.5	0.6	0.31	0.5	0.0	0.46	0.27	0
48	0.58	0.53	0.57	0.46	0.5	0.0	0.51	0.27	0
49	0.65	0.53	0.55	0.52	0.5	0.0	0.47	0.27	0
50	0.38	0.54	0.54	0.41	0.5	0.0	0.51	0.22	0
51	0.58	0.53	0.5	0.53	0.5	0.0	0.47	0.31	0
52	0.61	0.46	0.51	0.37	0.5	0.0	0.51	0.22	0
53	0.55	0.59	0.47	0.64	0.5	0.0	0.54	0.33	0
54	0.54	0.64	0.5	0.13	0.5	0.0	0.49	0.22	0
55	0.4	0.74	0.49	0.16	0.5	0.0	0.51	0.22	0
56	0.76	0.76	0.35	0.27	0.5	0.0	0.44	0.22	0
57	0.51	0.56	0.51	0.42	0.5	0.0	0.53	0.36	0
58	0.43	0.32	0.5	0.29	0.5	0.0	0.5	0.22	0
59	0.49	0.44	0.45	0.55	0.5	0.0	0.48	0.22	0
60	0.5	0.56	0.49	0.61	0.5	0.0	0.5	0.22	0
61	0.51	0.48	0.51	0.43	0.5	0.0	0.49	0.22	0
62	0.63	0.6	0.5	0.27	0.5	0.0	0.55	0.22	0
63	0.46	0.44	0.53	0.31	0.5	0.0	0.48	0.22	0
64	0.58	0.57	0.54	0.69	0.5	0.0	0.54	0.22	0
65	0.61	0.59	0.47	0.49	0.5	0.0	0.54	0.22	0
66	0.63	0.47	0.56	0.12	0.5	0.0	0.5	0.22	0
67	0.55	0.53	0.54	0.4	0.5	0.0	0.48	0.22	0
68	0.41	0.47	0.58	0.62	0.5	0.0	0.5	0.22	0
69	0.44	0.53	0.53	0.37	0.5	0.0	0.51	0.22	0
70	0.57	0.4	0.48	0.24	0.5	0.0	0.55	0.22	0
71	0.46	0.46	0.56	0.12	0.5	0.0	0.55	0.22	0
72	0.58	0.38	0.4	0.21	0.5	0.0	0.5	0.22	0
73	0.53	0.41	0.5	0.24	1.0	0.0	0.47	0.22	0
74	0.43	0.4	0.5	0.18	0.5	0.0	0.5	0.28	0
75	0.41	0.59	0.46	0.19	0.5	0.0	0.36	0.22	0
76	0.51	0.65	0.53	0.19	0.5	0.0	0.49	0.22	0
77	0.81	0.79	0.32	0.37	0.5	0.0	0.41	0.22	0
78	0.44	0.41	0.29	0.21	0.5	0.0	0.49	0.22	0
79	0.49	0.6	0.55	0.17	0.5	0.0	0.44	0.22	0
80	0.51	0.46	0.54	0.41	0.5	0.0	0.53	0.22	0
81	0.6	0.51	0.52	0.45	0.5	0.0	0.5	0.27	0
82	0.37	0.41	0.45	0.14	0.5	0.0	0.47	0.22	0
83	0.37	0.51	0.57	0.4	0.5	0.0	0.48	0.27	0
84	0.5	0.36	0.53	0.41	0.5	0.0	0.55	0.36	0
85	0.59	0.58	0.39	0.52	0.5	0.0	0.5	0.31	0
86	0.78	0.63	0.53	0.13	0.5	0.0	0.54	0.22	0
