	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	label
0	0.5	0.5	0.54	0.16	0.5	0.0	0.49	0.22	0
1	0.47	0.43	0.59	0.27	0.5	0.0	0.55	0.22	0
2	0.68	0.59	0.44	0.49	0.5	0.0	0.4	0.26	0
3	0.5	0.51	0.57	0.27	0.5	0.0	0.48	0.22	0
4	0.45	0.46	0.61	0.2	0.5	0.0	0.62	0.22	0
5	0.53	0.51	0.36	0.13	0.5	0.0	0.52	0.22	0
6	0.6	0.54	0.54	0.53	0.5	0.0	0.52	0.27	0
7	0.49	0.52	0.53	0.7	0.5	0.0	0.51	0.22	0
8	0.49	0.45	0.53	0.16	0.5	0.0	0.49	0.31	0
9	0.51	0.46	0.57	0.25	0.5	0.0	0.53	0.22	0
10	0.49	0.45	0.46	0.18	0.5	0.0	0.49	0.31	0
11	0.52	0.46	0.51	0.18	0.5	0.0	0.5	0.22	0
12	0.55	0.59	0.52	0.1	0.5	0.0	0.53	0.22	0
13	0.39	0.58	0.5	0.1	0.5	0.0	0.51	0.25	0
14	0.7	0.84	0.49	0.28	1.0	0.0	0.58	0.22	0
15	0.41	0.48	0.38	0.13	0.5	0.0	0.51	0.35	0
16	0.45	0.58	0.59	0.44	0.5	0.0	0.56	0.22	0
17	0.74	0.89	0.32	0.24	0.5	0.0	0.54	0.32	0
18	0.28	0.46	0.26	0.18	0.5	0.0	0.39	0.22	0
19	0.51	0.46	0.49	0.21	0.5	0.0	0.55	0.22	0
20	0.8	0.82	0.57	0.26	0.5	0.0	0.57	0.27	0
21	0.46	0.49	0.45	0.28	0.5	0.0	0.55	0.22	0
22	0.4	0.36	0.55	0.15	0.5	0.0	0.53	0.22	0
23	0.5	0.32	0.49	0.49	0.5	0.0	0.48	0.32	0
24	0.45	0.53	0.47	0.43	0.5	0.0	0.5	0.27	0
25	0.75	0.6	0.43	0.35	0.5	0.0	0.45	0.27	0
26	0.56	0.68	0.52	0.39	0.5	0.0	0.36	0.22	0
27	0.48	0.45	0.59	0.35	0.5	0.0	0.55	0.3	0
28	0.26	0.28	0.6	0.2	0.5	0.0	0.54	0.31	0
29	0.59	0.45	0.58	0.21	0.5	0.0	0.49	0.22	0
30	0.48	0.52	0.49	0.35	0.5	0.5	0.51	0.22	0
31	0.59	0.58	0.47	0.61	0.5	0.0	0.44	0.3	0
32	0.5	0.57	0.62	0.25	0.5	0.0	0.51	0.22	0
33	0.57	0.49	0.5	0.2	0.5	0.0	0.51	0.28	0
34	0.62	0.43	0.49	0.29	0.5	0.0	0.5	0.27	0
35	0.45	0.41	0.49	0.14	1.0	0.0	0.53	0.3	0
36	0.47	0.49	0.6	0.15	0.5	0.0	0.38	0.22	0
37	0.46	0.46	0.53	0.23	0.5	0.0	0.51	0.22	0
38	0.48	0.42	0.48	0.19	0.5	0.0	0.58	0.22	0
39	0.43	0.45	0.53	0.19	0.5	0.0	0.56	0.22	0
40	0.28	0.36	0.55	0.15	0.5	0.0	0.57	0.22	0
41	0.74	0.72	0.5	0.28	0.5	0.0	0.5	0.27	0
42	0.74	0.72	0.5	0.28	0.5	0.0	0.49	0.27	0
43	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
44	0.77	0.72	0.48	0.26	0.5	0.0	0.51	0.22	0
45	0.74	0.74	0.51	0.27	0.5	0.0	0.5	0.22	0
46	0.39	0.81	0.35	0.28	0.5	0.0	0.51	0.45	0
47	0.38	0.45	0.37	0.19	0.5	0.0	0.52	0.3	0
48	0.31	0.3	0.34	0.19	0.5	0.0	0.55	0.3	0
49	0.59	0.61	0.51	0.62	0.5	0.0	0.51	0.38	0
50	0.47	0.54	0.53	0.77	0.5	0.0	0.52	0.36	0
51	0.77	0.78	0.51	0.28	0.5	0.0	0.33	0.22	0
52	0.74	0.71	0.52	0.3	0.5	0.0	0.27	0.22	0
53	0.77	0.73	0.51	0.27	0.5	0.0	0.34	0.22	0
54	0.47	0.61	0.5	0.23	0.5	0.0	0.49	0.22	0
55	0.78	0.69	0.44	0.26	0.5	0.0	0.54	0.22	0
56	0.49	0.6	0.3	0.34	0.5	0.0	0.5	0.43	0
57	0.27	0.56	0.3	0.14	0.5	0.0	0.52	0.39	0
58	0.4	0.39	0.33	0.17	0.5	0.0	0.51	0.31	0
59	0.55	0.51	0.54	0.2	0.5	0.0	0.56	0.22	0
60	0.95	0.71	0.27	0.39	0.5	0.0	0.31	0.22	0
61	0.97	0.71	0.29	0.42	0.5	0.0	0.35	0.22	0
62	0.44	0.43	0.34	0.21	0.5	0.0	0.55	0.4	0
63	0.39	0.49	0.3	0.19	0.5	0.0	0.52	0.31	0
64	0.37	0.51	0.39	0.18	0.5	0.0	0.51	0.27	0
65	0.27	0.49	0.36	0.26	0.5	0.0	0.49	0.26	0
66	0.46	0.37	0.48	0.36	0.5	0.0	0.48	0.22	0
67	0.66	0.55	0.34	0.2	0.5	0.0	0.62	0.22	0
68	0.42	0.65	0.58	0.34	0.5	0.0	0.5	0.22	0
69	0.45	0.47	0.53	0.15	0.5	0.0	0.52	0.27	0
70	0.51	0.48	0.46	0.29	0.5	0.0	0.54	0.22	0
71	0.75	0.69	0.48	0.13	0.5	0.0	0.57	0.4	0
72	0.69	0.7	0.5	0.3	0.5	0.0	0.54	0.22	0
73	0.63	0.55	0.53	0.51	0.5	0.0	0.55	0.22	0
74	0.55	0.63	0.54	0.16	0.5	0.0	0.45	0.27	0
75	0.46	0.62	0.54	0.25	0.5	0.0	0.46	0.22	0
76	0.53	0.59	0.48	0.14	0.5	0.0	0.51	0.22	0
77	0.42	0.53	0.57	0.17	0.5	0.0	0.49	0.22	0
78	0.52	0.46	0.56	0.2	0.5	0.0	0.5	0.22	0
79	0.53	0.43	0.57	0.24	0.5	0.0	0.39	0.28	0
80	0.56	0.48	0.5	0.17	0.5	0.0	0.51	0.26	0
81	0.77	0.57	0.45	0.17	0.5	0.0	0.53	0.22	0
82	0.45	0.45	0.52	0.17	0.5	0.0	0.54	0.22	0
83	0.28	0.51	0.55	0.19	0.5	0.0	0.57	0.22	0
84	0.51	0.51	0.56	0.28	0.5	0.0	0.54	0.27	0
85	0.48	0.56	0.49	0.32	0.5	0.0	0.5	0.22	0
86	0.59	0.46	0.48	0.46	0.5	0.0	0.49	0.22	0
87	0.51	0.46	0.4	0.65	0.5	0.0	0.49	0.22	0
88	0.81	0.55	0.35	0.34	0.5	0.0	0.51	0.22	0
89	0.53	0.45	0.53	0.18	0.5	0.0	0.42	0.22	0
90	0.45	0.27	0.5	0.33	0.5	0.0	0.53	0.26	0
91	0.36	0.33	0.38	0.15	0.5	0.0	0.55	0.36	0
