	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	label
0	0.57	0.47	0.48	0.17	0.5	0.0	0.52	0.26	0
1	0.46	0.52	0.51	0.13	0.5	0.0	0.47	0.22	0
2	0.5	0.4	0.57	0.17	0.5	0.0	0.59	0.22	0
3	0.78	0.71	0.35	0.25	0.5	0.0	0.49	0.22	0
4	1.0	0.8	0.29	0.36	0.5	0.0	0.52	0.22	0
5	0.51	0.39	0.56	0.55	0.5	0.0	0.46	0.64	0
6	0.69	0.66	0.36	0.09	0.5	0.0	0.56	0.22	0
7	0.49	0.53	0.36	0.15	0.5	0.0	0.52	0.27	0
8	0.39	0.63	0.41	0.27	0.5	0.0	0.49	0.22	0
9	0.77	0.78	0.27	0.37	0.5	0.0	0.49	0.22	0
10	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	0
11	0.49	0.49	0.4	0.2	0.5	0.0	0.48	0.26	0
12	0.53	0.52	0.49	0.27	0.5	0.0	0.51	0.22	0
13	0.5	0.47	0.56	0.31	0.5	0.0	0.56	0.26	0
14	0.71	0.79	0.41	0.38	0.5	0.0	0.54	0.22	0
15	0.33	0.49	0.46	0.22	0.5	0.0	0.53	0.33	0
16	0.47	0.41	0.46	0.18	0.5	0.0	0.53	0.22	0
17	0.45	0.39	0.46	0.29	0.5	0.0	0.42	0.22	0
18	0.59	0.56	0.5	0.48	0.5	0.0	0.46	0.22	0
19	0.26	0.3	0.37	0.15	0.5	0.0	0.53	0.25	0
20	0.45	0.5	0.43	0.16	0.5	0.0	0.52	0.28	0
21	0.24	0.25	0.57	0.28	0.5	0.0	0.51	0.11	0
22	0.46	0.61	0.55	0.29	0.5	0.0	0.49	0.22	0
23	0.54	0.44	0.38	0.22	0.5	0.0	0.54	0.3	0
24	0.22	0.53	0.36	0.22	0.5	0.0	0.54	0.31	0
25	0.43	0.41	0.37	0.18	0.5	0.0	0.54	0.31	0
26	0.46	0.59	0.38	0.12	0.5	0.0	0.5	0.22	0
27	0.8	0.82	0.4	0.31	0.5	0.0	0.57	0.25	0
28	0.4	0.4	0.43	0.19	0.5	0.83	0.48	0.22	0
29	0.57	0.52	0.46	0.2	0.5	0.83	0.52	0.41	0
30	0.43	0.6	0.4	0.12	0.5	0.0	0.49	0.29	0
31	0.56	0.71	0.47	0.21	0.5	0.0	0.52	0.22	0
32	0.65	0.62	0.26	0.33	0.5	0.0	0.55	0.22	0
33	0.77	0.7	0.37	0.12	0.5	0.0	0.49	0.26	0
34	0.47	0.61	0.32	0.27	0.5	0.0	0.5	0.3	0
35	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	0
36	0.59	0.48	0.49	0.49	0.5	0.0	0.36	0.32	0
37	0.58	0.63	0.52	0.7	0.5	0.0	0.46	0.22	0
38	0.3	0.68	0.41	0.17	0.5	0.0	0.51	0.22	0
39	0.74	0.73	0.32	0.2	0.5	0.0	0.55	0.22	0
40	0.55	0.35	0.36	0.29	0.5	0.0	0.51	0.22	0
41	0.35	0.32	0.31	0.16	0.5	0.0	0.56	0.22	0
42	0.67	0.61	0.39	0.24	0.5	0.0	0.51	0.22	0
