	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	label
0	0.37	0.62	0.34	0.25	0.5	0.0	0.51	0.22	0
1	0.45	0.56	0.51	0.64	0.5	0.0	0.54	0.22	0
2	0.38	0.46	0.52	0.75	0.5	0.0	0.5	0.26	0
3	0.61	0.54	0.49	0.19	0.5	0.0	0.54	0.47	0
4	0.51	0.68	0.49	0.59	0.5	0.0	0.54	0.27	0
5	0.41	0.3	0.49	0.28	0.5	0.0	0.54	0.22	0
6	0.41	0.43	0.5	0.28	0.5	0.0	0.5	0.22	0
7	0.3	0.5	0.34	0.26	0.5	0.0	0.51	0.22	0
8	0.49	0.4	0.34	0.26	0.5	0.0	0.5	0.22	0
9	0.34	0.4	0.3	0.23	0.5	0.0	0.51	0.22	0
10	0.43	0.44	0.3	0.18	0.5	0.0	0.51	0.22	0
11	0.43	0.45	0.37	0.12	0.5	0.0	0.48	0.22	0
12	0.45	0.57	0.3	0.17	0.5	0.0	0.51	0.22	0
13	0.45	0.57	0.3	0.17	0.5	0.0	0.51	0.22	0
14	0.42	0.44	0.33	0.17	0.5	0.0	0.54	0.27	0
15	0.52	0.5	0.53	0.1	0.5	0.0	0.48	0.22	0
16	0.53	0.56	0.49	0.46	0.5	0.0	0.52	0.22	0
17	0.45	0.54	0.54	0.62	0.5	0.0	0.53	0.22	0
18	0.51	0.43	0.63	0.18	0.5	0.0	0.52	0.22	0
19	0.51	0.52	0.48	0.5	0.5	0.0	0.51	0.22	0
20	0.55	0.49	0.5	0.46	0.5	0.0	0.52	0.25	0
21	0.5	0.46	0.52	0.16	0.5	0.0	0.52	0.26	0
22	0.5	0.53	0.45	0.44	0.5	0.0	0.49	0.22	0
23	0.45	0.59	0.53	0.74	0.5	0.0	0.47	0.25	0
24	0.57	0.61	0.55	0.67	0.5	0.0	0.48	0.22	0
25	0.67	0.51	0.53	0.28	0.5	0.0	0.51	0.22	0
26	0.35	0.49	0.47	0.22	0.5	0.0	0.5	0.28	0
27	0.47	0.63	0.66	0.45	0.5	0.0	0.37	0.11	0
28	0.51	0.34	0.43	0.18	0.5	0.0	0.48	0.25	0
29	0.43	0.51	0.6	0.25	0.5	0.0	0.55	0.22	0
30	0.47	0.59	0.43	0.13	0.5	0.0	0.56	0.3	0
31	0.4	0.45	0.42	0.17	0.5	0.0	0.54	0.26	0
32	0.89	0.81	0.36	0.71	0.5	0.0	0.55	0.63	0
33	0.58	0.55	0.52	0.22	0.5	0.0	0.44	0.22	0
34	0.59	0.57	0.46	0.14	0.5	0.0	0.52	0.22	0
35	0.49	0.41	0.32	0.21	0.5	0.0	0.5	0.32	0
36	0.35	0.53	0.35	0.33	0.5	0.0	0.5	0.32	0
37	0.5	0.46	0.42	0.32	0.5	0.0	0.56	0.55	0
38	0.68	0.5	0.43	0.27	0.5	0.0	0.61	0.22	0
39	0.46	0.41	0.5	0.44	0.5	0.0	0.53	0.22	0
40	0.32	0.36	0.34	0.19	0.5	0.0	0.55	0.26	0
41	0.4	0.51	0.42	0.13	0.5	0.0	0.45	0.25	0
42	0.7	0.73	0.37	0.37	0.5	0.0	0.48	0.31	0
43	0.81	0.76	0.32	0.37	0.5	0.0	0.51	0.22	0
44	0.65	0.61	0.39	0.3	0.5	0.0	0.57	0.28	0
45	0.47	0.43	0.35	0.32	0.5	0.0	0.54	0.22	0
46	0.42	0.25	0.6	0.14	0.5	0.0	0.45	0.22	0
47	0.85	0.56	0.33	0.38	1.0	0.0	0.55	0.25	0
48	0.67	0.63	0.34	0.41	0.5	0.0	0.6	0.33	0
49	0.7	0.73	0.38	0.36	0.5	0.0	0.54	0.22	0
50	0.54	0.51	0.54	0.52	0.5	0.0	0.47	0.25	0
51	0.53	0.5	0.54	0.56	0.5	0.0	0.49	0.41	0
52	0.84	0.63	0.38	0.23	0.5	0.0	0.53	0.22	0
53	0.89	0.77	0.36	0.34	0.5	0.0	0.44	0.22	0
54	0.48	0.43	0.45	0.17	0.5	0.0	0.48	0.37	0
55	0.36	0.35	0.47	0.22	0.5	0.0	0.44	0.31	0
56	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
57	0.38	0.49	0.54	1.0	0.5	0.0	0.5	0.27	0
58	0.84	0.87	0.45	0.54	0.5	0.0	0.28	0.22	0
59	0.27	0.56	0.56	0.18	0.5	0.0	0.52	0.22	0
60	0.89	0.82	0.6	0.49	0.5	0.0	0.55	0.22	0
61	0.86	0.92	0.5	0.37	1.0	0.0	0.53	0.32	0
62	0.37	0.55	0.29	0.32	0.5	0.0	0.51	0.22	0
63	0.87	0.83	0.57	0.36	0.5	0.0	0.36	0.22	0
64	0.43	0.45	0.54	0.14	0.5	0.0	0.5	0.31	0
65	0.77	0.6	0.42	0.33	0.5	0.0	0.57	0.22	0
66	0.76	0.74	0.56	0.34	0.5	0.0	0.51	0.3	0
67	0.58	0.76	0.4	0.37	0.5	0.0	0.54	0.3	0
68	0.94	0.6	0.33	0.49	0.5	0.0	0.54	0.22	0
69	0.36	0.44	0.57	0.18	0.5	0.0	0.42	0.22	0
70	0.42	0.51	0.39	0.22	0.5	0.0	0.49	0.26	0
71	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
72	0.42	0.32	0.48	0.16	0.5	0.0	0.55	0.22	0
73	0.48	0.57	0.52	0.61	0.5	0.0	0.51	0.22	0
74	0.83	0.53	0.52	0.2	0.5	0.0	0.48	0.25	0
75	0.36	0.34	0.46	0.19	0.5	0.0	0.52	0.22	0
76	0.51	0.43	0.47	0.19	0.5	0.0	0.52	0.37	0
77	0.54	0.54	0.49	0.14	0.5	0.0	0.56	0.22	0
78	0.52	0.62	0.54	0.19	0.5	0.0	0.5	0.22	0
79	0.46	0.4	0.38	0.18	0.5	0.0	0.49	0.22	0
80	0.68	0.5	0.55	0.65	0.5	0.0	0.46	0.31	0
81	0.48	0.48	0.5	0.47	0.5	0.0	0.55	0.22	0
82	0.46	0.14	0.36	0.21	0.5	0.0	0.5	0.25	0
83	0.5	0.45	0.48	0.17	0.5	0.0	0.5	0.26	0
84	0.46	0.47	0.46	0.16	0.5	0.0	0.51	0.22	0
85	0.78	0.48	0.47	0.3	0.5	0.0	0.53	0.47	0
86	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
87	0.39	0.37	0.33	0.23	0.5	0.0	0.53	0.26	0
88	0.39	0.37	0.56	0.15	0.5	0.0	0.5	0.27	0
89	0.39	0.37	0.33	0.23	0.5	0.0	0.52	0.26	0
90	0.48	0.51	0.57	0.24	0.5	0.0	0.5	0.22	0
91	0.5	0.62	0.54	0.66	0.5	0.0	0.49	0.22	0
92	0.47	0.54	0.54	0.48	0.5	0.0	0.53	0.26	0
93	0.72	0.58	0.42	0.28	0.5	0.0	0.48	0.22	0
94	0.41	0.41	0.51	0.19	0.5	0.0	0.57	0.22	0
95	0.81	0.65	0.52	0.41	0.5	0.0	0.57	0.26	0
96	0.58	0.49	0.5	0.41	0.5	0.0	0.57	0.22	0
97	0.62	0.6	0.47	0.16	0.5	0.0	0.53	0.22	0
98	0.68	0.58	0.51	0.19	0.5	0.83	0.54	0.22	0
99	0.4	0.52	0.53	0.52	0.5	0.0	0.51	0.22	0
100	0.51	0.47	0.41	0.44	0.5	0.0	0.5	0.22	0
101	0.72	0.56	0.4	0.26	0.5	0.0	0.51	0.26	0
102	0.49	0.44	0.45	0.22	0.5	0.0	0.51	0.22	0
103	0.32	0.47	0.55	0.25	0.5	0.0	0.49	0.22	0
104	0.53	0.48	0.45	0.44	0.5	0.0	0.49	0.27	0
105	0.49	0.48	0.46	0.63	0.5	0.0	0.52	0.22	0
106	0.44	0.41	0.44	0.13	0.5	0.0	0.49	0.42	1
107	0.53	0.44	0.47	0.22	0.5	0.0	0.53	0.22	1
108	0.44	0.53	0.43	0.17	0.5	0.0	0.54	0.75	1
109	0.52	0.49	0.57	0.57	0.5	0.0	0.51	0.22	1
110	0.62	0.64	0.56	0.2	0.5	0.0	0.48	0.33	1
111	0.46	0.32	0.58	0.17	0.5	0.0	0.61	0.25	1
112	0.49	0.62	0.65	0.18	0.5	0.0	0.46	0.43	1
113	0.33	0.37	0.54	0.28	0.5	0.0	0.53	0.27	1
114	0.33	0.38	0.53	0.26	0.5	0.0	0.52	0.27	1
115	0.5	0.49	0.52	0.2	0.5	0.0	0.43	0.52	1
116	0.18	0.48	0.46	0.12	0.5	0.0	0.0	0.25	1
117	0.26	0.38	0.52	0.36	0.5	0.0	0.48	0.56	1
118	0.53	0.51	0.51	0.11	0.5	0.0	0.49	0.41	1
119	0.46	0.57	0.52	0.28	0.5	0.0	0.52	0.22	1
120	0.7	0.53	0.42	0.22	0.5	0.0	0.51	0.28	1
121	0.55	0.49	0.45	0.18	0.5	0.0	0.49	0.22	1
122	0.4	0.53	0.61	0.21	0.5	0.0	0.48	0.33	1
123	0.43	0.83	0.55	0.2	0.5	0.0	0.47	0.4	1
124	0.55	0.65	0.5	0.28	0.5	0.0	0.55	0.22	1
125	0.54	0.52	0.54	0.2	0.5	0.0	0.55	0.25	1
126	0.37	0.31	0.53	0.16	0.5	0.0	0.53	0.44	1
127	0.43	0.39	0.59	0.13	0.5	0.0	0.41	0.43	1
128	0.66	0.54	0.49	0.16	0.5	0.0	0.54	0.36	1
129	0.58	0.46	0.46	0.34	0.5	0.0	0.5	0.43	1
130	0.39	0.3	0.56	0.12	0.5	0.0	0.53	0.38	1
131	0.32	0.45	0.44	0.2	0.5	0.0	0.55	0.33	1
132	0.51	0.6	0.51	0.26	0.5	0.0	0.54	0.22	1
133	0.49	0.46	0.42	0.46	0.5	0.0	0.55	0.22	1
134	0.52	0.38	0.62	0.12	0.5	0.0	0.41	0.28	1
135	0.53	0.4	0.57	0.12	0.5	0.0	0.53	0.32	1
136	0.51	0.56	0.62	0.24	0.5	0.0	0.52	0.51	1
137	0.47	0.46	0.55	0.28	0.5	0.0	0.44	0.46	1
138	0.39	0.35	0.49	0.17	0.5	0.0	0.49	0.22	1
139	0.58	0.56	0.52	0.25	0.5	0.0	0.57	0.35	1
140	0.56	0.63	0.52	0.2	0.5	0.0	0.34	0.26	1
141	0.42	0.28	0.57	0.18	0.5	0.0	0.42	0.22	1
142	0.36	0.39	0.55	0.26	0.5	0.0	0.49	0.22	1
143	0.47	0.59	0.37	0.31	0.5	0.0	0.51	0.36	1
144	0.48	0.62	0.52	0.3	0.5	0.0	0.51	0.37	1
145	0.48	0.54	0.53	0.6	0.5	0.0	0.53	0.31	1
146	0.33	0.46	0.53	0.29	0.5	0.0	0.5	0.55	1
147	0.36	0.44	0.51	0.17	0.5	0.0	0.6	0.19	1
148	0.39	0.34	0.68	0.3	0.5	0.0	0.5	0.29	1
149	0.37	0.62	0.34	0.25	0.5	0.0	0.51	0.22	0
150	0.45	0.56	0.51	0.64	0.5	0.0	0.54	0.22	0
151	0.38	0.46	0.52	0.75	0.5	0.0	0.5	0.26	0
152	0.61	0.54	0.49	0.19	0.5	0.0	0.54	0.47	0
153	0.51	0.68	0.49	0.59	0.5	0.0	0.54	0.27	0
154	0.41	0.3	0.49	0.28	0.5	0.0	0.54	0.22	0
155	0.41	0.43	0.5	0.28	0.5	0.0	0.5	0.22	0
156	0.3	0.5	0.34	0.26	0.5	0.0	0.51	0.22	0
157	0.49	0.4	0.34	0.26	0.5	0.0	0.5	0.22	0
158	0.34	0.4	0.3	0.23	0.5	0.0	0.51	0.22	0
159	0.43	0.44	0.3	0.18	0.5	0.0	0.51	0.22	0
160	0.43	0.45	0.37	0.12	0.5	0.0	0.48	0.22	0
161	0.45	0.57	0.3	0.17	0.5	0.0	0.51	0.22	0
162	0.45	0.57	0.3	0.17	0.5	0.0	0.51	0.22	0
163	0.42	0.44	0.33	0.17	0.5	0.0	0.54	0.27	0
164	0.52	0.5	0.53	0.1	0.5	0.0	0.48	0.22	0
165	0.53	0.56	0.49	0.46	0.5	0.0	0.52	0.22	0
166	0.45	0.54	0.54	0.62	0.5	0.0	0.53	0.22	0
167	0.51	0.43	0.63	0.18	0.5	0.0	0.52	0.22	0
168	0.51	0.52	0.48	0.5	0.5	0.0	0.51	0.22	0
169	0.55	0.49	0.5	0.46	0.5	0.0	0.52	0.25	0
170	0.5	0.46	0.52	0.16	0.5	0.0	0.52	0.26	0
171	0.5	0.53	0.45	0.44	0.5	0.0	0.49	0.22	0
172	0.45	0.59	0.53	0.74	0.5	0.0	0.47	0.25	0
173	0.57	0.61	0.55	0.67	0.5	0.0	0.48	0.22	0
174	0.67	0.51	0.53	0.28	0.5	0.0	0.51	0.22	0
175	0.35	0.49	0.47	0.22	0.5	0.0	0.5	0.28	0
176	0.47	0.63	0.66	0.45	0.5	0.0	0.37	0.11	0
177	0.51	0.34	0.43	0.18	0.5	0.0	0.48	0.25	0
178	0.43	0.51	0.6	0.25	0.5	0.0	0.55	0.22	0
179	0.47	0.59	0.43	0.13	0.5	0.0	0.56	0.3	0
180	0.4	0.45	0.42	0.17	0.5	0.0	0.54	0.26	0
181	0.89	0.81	0.36	0.71	0.5	0.0	0.55	0.63	0
182	0.58	0.55	0.52	0.22	0.5	0.0	0.44	0.22	0
183	0.59	0.57	0.46	0.14	0.5	0.0	0.52	0.22	0
184	0.49	0.41	0.32	0.21	0.5	0.0	0.5	0.32	0
185	0.35	0.53	0.35	0.33	0.5	0.0	0.5	0.32	0
186	0.5	0.46	0.42	0.32	0.5	0.0	0.56	0.55	0
187	0.68	0.5	0.43	0.27	0.5	0.0	0.61	0.22	0
188	0.46	0.41	0.5	0.44	0.5	0.0	0.53	0.22	0
189	0.32	0.36	0.34	0.19	0.5	0.0	0.55	0.26	0
190	0.4	0.51	0.42	0.13	0.5	0.0	0.45	0.25	0
191	0.7	0.73	0.37	0.37	0.5	0.0	0.48	0.31	0
192	0.81	0.76	0.32	0.37	0.5	0.0	0.51	0.22	0
193	0.65	0.61	0.39	0.3	0.5	0.0	0.57	0.28	0
194	0.47	0.43	0.35	0.32	0.5	0.0	0.54	0.22	0
195	0.42	0.25	0.6	0.14	0.5	0.0	0.45	0.22	0
196	0.85	0.56	0.33	0.38	1.0	0.0	0.55	0.25	0
197	0.67	0.63	0.34	0.41	0.5	0.0	0.6	0.33	0
198	0.7	0.73	0.38	0.36	0.5	0.0	0.54	0.22	0
199	0.54	0.51	0.54	0.52	0.5	0.0	0.47	0.25	0
200	0.53	0.5	0.54	0.56	0.5	0.0	0.49	0.41	0
201	0.84	0.63	0.38	0.23	0.5	0.0	0.53	0.22	0
202	0.89	0.77	0.36	0.34	0.5	0.0	0.44	0.22	0
203	0.48	0.43	0.45	0.17	0.5	0.0	0.48	0.37	0
204	0.36	0.35	0.47	0.22	0.5	0.0	0.44	0.31	0
205	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
206	0.38	0.49	0.54	1.0	0.5	0.0	0.5	0.27	0
207	0.84	0.87	0.45	0.54	0.5	0.0	0.28	0.22	0
208	0.27	0.56	0.56	0.18	0.5	0.0	0.52	0.22	0
209	0.89	0.82	0.6	0.49	0.5	0.0	0.55	0.22	0
210	0.86	0.92	0.5	0.37	1.0	0.0	0.53	0.32	0
211	0.37	0.55	0.29	0.32	0.5	0.0	0.51	0.22	0
212	0.87	0.83	0.57	0.36	0.5	0.0	0.36	0.22	0
213	0.43	0.45	0.54	0.14	0.5	0.0	0.5	0.31	0
214	0.77	0.6	0.42	0.33	0.5	0.0	0.57	0.22	0
215	0.76	0.74	0.56	0.34	0.5	0.0	0.51	0.3	0
216	0.58	0.76	0.4	0.37	0.5	0.0	0.54	0.3	0
217	0.94	0.6	0.33	0.49	0.5	0.0	0.54	0.22	0
218	0.36	0.44	0.57	0.18	0.5	0.0	0.42	0.22	0
219	0.42	0.51	0.39	0.22	0.5	0.0	0.49	0.26	0
220	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
221	0.42	0.32	0.48	0.16	0.5	0.0	0.55	0.22	0
222	0.48	0.57	0.52	0.61	0.5	0.0	0.51	0.22	0
223	0.83	0.53	0.52	0.2	0.5	0.0	0.48	0.25	0
224	0.36	0.34	0.46	0.19	0.5	0.0	0.52	0.22	0
225	0.51	0.43	0.47	0.19	0.5	0.0	0.52	0.37	0
226	0.54	0.54	0.49	0.14	0.5	0.0	0.56	0.22	0
227	0.52	0.62	0.54	0.19	0.5	0.0	0.5	0.22	0
228	0.46	0.4	0.38	0.18	0.5	0.0	0.49	0.22	0
229	0.68	0.5	0.55	0.65	0.5	0.0	0.46	0.31	0
230	0.48	0.48	0.5	0.47	0.5	0.0	0.55	0.22	0
231	0.46	0.14	0.36	0.21	0.5	0.0	0.5	0.25	0
232	0.5	0.45	0.48	0.17	0.5	0.0	0.5	0.26	0
233	0.46	0.47	0.46	0.16	0.5	0.0	0.51	0.22	0
234	0.78	0.48	0.47	0.3	0.5	0.0	0.53	0.47	0
235	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
236	0.39	0.37	0.33	0.23	0.5	0.0	0.53	0.26	0
237	0.39	0.37	0.56	0.15	0.5	0.0	0.5	0.27	0
238	0.39	0.37	0.33	0.23	0.5	0.0	0.52	0.26	0
239	0.48	0.51	0.57	0.24	0.5	0.0	0.5	0.22	0
240	0.5	0.62	0.54	0.66	0.5	0.0	0.49	0.22	0
241	0.47	0.54	0.54	0.48	0.5	0.0	0.53	0.26	0
242	0.72	0.58	0.42	0.28	0.5	0.0	0.48	0.22	0
243	0.41	0.41	0.51	0.19	0.5	0.0	0.57	0.22	0
244	0.81	0.65	0.52	0.41	0.5	0.0	0.57	0.26	0
245	0.58	0.49	0.5	0.41	0.5	0.0	0.57	0.22	0
246	0.62	0.6	0.47	0.16	0.5	0.0	0.53	0.22	0
247	0.68	0.58	0.51	0.19	0.5	0.83	0.54	0.22	0
248	0.4	0.52	0.53	0.52	0.5	0.0	0.51	0.22	0
249	0.51	0.47	0.41	0.44	0.5	0.0	0.5	0.22	0
250	0.72	0.56	0.4	0.26	0.5	0.0	0.51	0.26	0
251	0.49	0.44	0.45	0.22	0.5	0.0	0.51	0.22	0
252	0.32	0.47	0.55	0.25	0.5	0.0	0.49	0.22	0
253	0.53	0.48	0.45	0.44	0.5	0.0	0.49	0.27	0
254	0.49	0.48	0.46	0.63	0.5	0.0	0.52	0.22	0
255	0.44	0.41	0.44	0.13	0.5	0.0	0.49	0.42	1
256	0.53	0.44	0.47	0.22	0.5	0.0	0.53	0.22	1
257	0.44	0.53	0.43	0.17	0.5	0.0	0.54	0.75	1
258	0.52	0.49	0.57	0.57	0.5	0.0	0.51	0.22	1
259	0.62	0.64	0.56	0.2	0.5	0.0	0.48	0.33	1
260	0.46	0.32	0.58	0.17	0.5	0.0	0.61	0.25	1
261	0.49	0.62	0.65	0.18	0.5	0.0	0.46	0.43	1
262	0.33	0.37	0.54	0.28	0.5	0.0	0.53	0.27	1
263	0.33	0.38	0.53	0.26	0.5	0.0	0.52	0.27	1
264	0.5	0.49	0.52	0.2	0.5	0.0	0.43	0.52	1
265	0.18	0.48	0.46	0.12	0.5	0.0	0.0	0.25	1
266	0.26	0.38	0.52	0.36	0.5	0.0	0.48	0.56	1
267	0.53	0.51	0.51	0.11	0.5	0.0	0.49	0.41	1
268	0.46	0.57	0.52	0.28	0.5	0.0	0.52	0.22	1
269	0.7	0.53	0.42	0.22	0.5	0.0	0.51	0.28	1
270	0.55	0.49	0.45	0.18	0.5	0.0	0.49	0.22	1
271	0.4	0.53	0.61	0.21	0.5	0.0	0.48	0.33	1
272	0.43	0.83	0.55	0.2	0.5	0.0	0.47	0.4	1
273	0.55	0.65	0.5	0.28	0.5	0.0	0.55	0.22	1
274	0.54	0.52	0.54	0.2	0.5	0.0	0.55	0.25	1
275	0.37	0.31	0.53	0.16	0.5	0.0	0.53	0.44	1
276	0.43	0.39	0.59	0.13	0.5	0.0	0.41	0.43	1
277	0.66	0.54	0.49	0.16	0.5	0.0	0.54	0.36	1
278	0.58	0.46	0.46	0.34	0.5	0.0	0.5	0.43	1
279	0.39	0.3	0.56	0.12	0.5	0.0	0.53	0.38	1
280	0.32	0.45	0.44	0.2	0.5	0.0	0.55	0.33	1
281	0.51	0.6	0.51	0.26	0.5	0.0	0.54	0.22	1
282	0.49	0.46	0.42	0.46	0.5	0.0	0.55	0.22	1
283	0.52	0.38	0.62	0.12	0.5	0.0	0.41	0.28	1
284	0.53	0.4	0.57	0.12	0.5	0.0	0.53	0.32	1
285	0.51	0.56	0.62	0.24	0.5	0.0	0.52	0.51	1
286	0.47	0.46	0.55	0.28	0.5	0.0	0.44	0.46	1
287	0.39	0.35	0.49	0.17	0.5	0.0	0.49	0.22	1
288	0.58	0.56	0.52	0.25	0.5	0.0	0.57	0.35	1
289	0.56	0.63	0.52	0.2	0.5	0.0	0.34	0.26	1
290	0.42	0.28	0.57	0.18	0.5	0.0	0.42	0.22	1
291	0.36	0.39	0.55	0.26	0.5	0.0	0.49	0.22	1
292	0.47	0.59	0.37	0.31	0.5	0.0	0.51	0.36	1
293	0.48	0.62	0.52	0.3	0.5	0.0	0.51	0.37	1
294	0.48	0.54	0.53	0.6	0.5	0.0	0.53	0.31	1
295	0.33	0.46	0.53	0.29	0.5	0.0	0.5	0.55	1
296	0.36	0.44	0.51	0.17	0.5	0.0	0.6	0.19	1
