	Gender	Married	Dependents	Education	Self_Emplo1ed	ApplicantIncome	CoapplicantIncome	LoanAmount	Loan_Amount_Term	Credit_History	Property_Area	Loan_Status
0	1	1	2	2	1	1875	1875.0	97.0	360	1	3	1
1	1	2	0	1	2	3500	0.0	81.0	300	1	3	1
2	1	1	3	1	1	5266	1774.0	187.0	360	1	3	1
3	1	1	3	2	1	3333	2166.0	130.0	360	2	3	1
4	2	2	0	1	2	3846	0.0	111.0	360	1	3	1
5	1	1	1	1	1	2395	0.0	146.4	360	1	3	1
6	1	1	1	1	2	3988	0.0	50.0	240	1	1	1
7	1	2	0	1	2	2366	2531.0	136.0	360	1	3	1
8	1	1	2	2	2	3333	2000.0	99.0	360	2	3	1
9	1	1	0	1	2	2500	2118.0	104.0	360	1	3	1
10	1	2	0	1	2	8566	0.0	210.0	360	1	1	1
11	1	1	0	1	2	5695	4167.0	175.0	360	1	3	1
12	1	1	0	1	2	2958	2900.0	131.0	360	1	3	1
13	1	1	2	1	2	6250	5654.0	188.0	180	1	3	1
14	1	1	2	2	2	3273	1820.0	81.0	360	1	1	1
15	1	2	0	1	2	4133	0.0	122.0	360	1	3	1
16	1	2	0	2	2	3620	0.0	25.0	120	1	3	1
17	2	1	0	1	2	2484	2302.0	137.0	360	1	3	1
18	1	1	0	1	2	1977	997.0	50.0	360	1	3	1
19	1	1	0	2	2	4188	0.0	115.0	180	1	3	1
20	1	1	0	1	2	1759	3541.0	131.0	360	1	3	1
21	1	1	2	2	2	4288	3263.0	133.0	180	1	1	1
22	1	2	0	1	2	4843	3806.0	151.0	360	1	3	1
23	1	1	4	1	2	13650	0.0	146.4	360	1	1	1
24	1	1	0	1	2	4652	3583.0	146.4	360	1	3	1
25	1	3	4	1	2	3816	754.0	160.0	360	1	1	1
26	1	1	1	1	2	3052	1030.0	100.0	360	1	1	1
27	1	1	2	1	2	11417	1126.0	225.0	360	1	1	1
28	1	1	3	2	2	2071	754.0	94.0	480	1	3	1
29	1	2	0	1	2	5316	0.0	136.0	360	1	1	1
30	2	1	0	1	3	2929	2333.0	139.0	360	1	3	1
31	2	2	1	1	1	7451	0.0	146.4	360	1	3	1
32	1	2	0	1	3	5050	0.0	118.0	360	1	3	1
33	1	1	1	1	2	14583	0.0	185.0	180	1	2	1
34	2	1	0	1	2	3167	2283.0	154.0	360	1	3	1
35	1	1	1	1	2	2214	1398.0	85.0	360	2	1	1
36	2	2	0	1	2	10408	0.0	259.0	360	1	1	1
37	1	1	4	1	2	5667	2667.0	180.0	360	1	2	1
38	2	2	0	1	2	4166	0.0	44.0	360	1	3	1
39	2	2	0	1	2	2137	8980.0	137.0	360	0	3	1
40	1	1	2	1	2	2957	0.0	81.0	360	1	3	1
41	1	1	0	2	2	4300	2014.0	194.0	360	1	2	1
42	2	2	0	1	2	3692	0.0	93.0	360	2	2	1
43	2	1	1	1	1	11500	0.0	286.0	360	0	1	0
44	1	1	0	1	2	3366	2200.0	135.0	360	1	2	0
45	1	1	0	2	1	2609	3449.0	165.0	180	0	2	0
46	1	1	1	1	2	4945	0.0	146.4	360	0	2	0
47	2	2	0	1	2	4166	0.0	116.0	360	0	3	0
48	1	1	0	1	2	5726	4595.0	258.0	360	1	3	0
49	1	2	0	2	2	3200	2254.0	126.0	180	0	1	0
50	2	2	0	1	2	4300	0.0	136.0	360	0	3	0
51	1	1	3	2	2	4755	0.0	95.0	360	0	3	0
52	1	2	0	1	2	3750	0.0	113.0	480	1	1	0
53	1	2	0	1	2	3750	4750.0	176.0	360	1	1	0
54	1	1	1	1	1	1000	3022.0	110.0	360	1	1	0
55	1	1	3	1	2	3167	4000.0	180.0	300	0	3	0
56	2	1	2	1	2	1378	1881.0	167.0	360	1	1	0
57	1	1	0	1	2	6000	2250.0	265.0	360	2	3	0
58	1	2	0	1	3	6782	0.0	146.4	360	2	1	0
59	1	2	0	2	3	7333	0.0	120.0	360	1	2	0
60	1	1	2	1	2	3800	3600.0	216.0	360	0	1	0
61	1	1	0	2	2	3572	4114.0	152.0	360	0	2	0
62	1	1	0	1	2	5568	2142.0	175.0	360	1	2	0
63	1	1	2	2	1	1875	1875.0	97.0	360	1	3	1
64	1	2	0	1	2	3500	0.0	81.0	300	1	3	1
65	1	1	3	1	1	5266	1774.0	187.0	360	1	3	1
66	1	1	3	2	1	3333	2166.0	130.0	360	2	3	1
67	2	2	0	1	2	3846	0.0	111.0	360	1	3	1
68	1	1	1	1	1	2395	0.0	146.4	360	1	3	1
69	1	1	1	1	2	3988	0.0	50.0	240	1	1	1
70	1	2	0	1	2	2366	2531.0	136.0	360	1	3	1
71	1	1	2	2	2	3333	2000.0	99.0	360	2	3	1
72	1	1	0	1	2	2500	2118.0	104.0	360	1	3	1
73	1	2	0	1	2	8566	0.0	210.0	360	1	1	1
74	1	1	0	1	2	5695	4167.0	175.0	360	1	3	1
75	1	1	0	1	2	2958	2900.0	131.0	360	1	3	1
76	1	1	2	1	2	6250	5654.0	188.0	180	1	3	1
77	1	1	2	2	2	3273	1820.0	81.0	360	1	1	1
78	1	2	0	1	2	4133	0.0	122.0	360	1	3	1
79	1	2	0	2	2	3620	0.0	25.0	120	1	3	1
80	2	1	0	1	2	2484	2302.0	137.0	360	1	3	1
81	1	1	0	1	2	1977	997.0	50.0	360	1	3	1
82	1	1	0	2	2	4188	0.0	115.0	180	1	3	1
83	1	1	0	1	2	1759	3541.0	131.0	360	1	3	1
84	1	1	2	2	2	4288	3263.0	133.0	180	1	1	1
85	1	2	0	1	2	4843	3806.0	151.0	360	1	3	1
86	1	1	4	1	2	13650	0.0	146.4	360	1	1	1
87	1	1	0	1	2	4652	3583.0	146.4	360	1	3	1
88	1	3	4	1	2	3816	754.0	160.0	360	1	1	1
89	1	1	1	1	2	3052	1030.0	100.0	360	1	1	1
90	1	1	2	1	2	11417	1126.0	225.0	360	1	1	1
91	1	1	3	2	2	2071	754.0	94.0	480	1	3	1
92	1	2	0	1	2	5316	0.0	136.0	360	1	1	1
93	2	1	0	1	3	2929	2333.0	139.0	360	1	3	1
94	2	2	1	1	1	7451	0.0	146.4	360	1	3	1
95	1	2	0	1	3	5050	0.0	118.0	360	1	3	1
96	1	1	1	1	2	14583	0.0	185.0	180	1	2	1
97	2	1	0	1	2	3167	2283.0	154.0	360	1	3	1
98	1	1	1	1	2	2214	1398.0	85.0	360	2	1	1
99	2	2	0	1	2	10408	0.0	259.0	360	1	1	1
100	1	1	4	1	2	5667	2667.0	180.0	360	1	2	1
101	2	2	0	1	2	4166	0.0	44.0	360	1	3	1
102	2	2	0	1	2	2137	8980.0	137.0	360	0	3	1
103	1	1	2	1	2	2957	0.0	81.0	360	1	3	1
104	1	1	0	2	2	4300	2014.0	194.0	360	1	2	1
105	2	2	0	1	2	3692	0.0	93.0	360	2	2	1
106	2	1	1	1	1	11500	0.0	286.0	360	0	1	0
107	1	1	0	1	2	3366	2200.0	135.0	360	1	2	0
108	1	1	0	2	1	2609	3449.0	165.0	180	0	2	0
109	1	1	1	1	2	4945	0.0	146.4	360	0	2	0
110	2	2	0	1	2	4166	0.0	116.0	360	0	3	0
111	1	1	0	1	2	5726	4595.0	258.0	360	1	3	0
112	1	2	0	2	2	3200	2254.0	126.0	180	0	1	0
113	2	2	0	1	2	4300	0.0	136.0	360	0	3	0
114	1	1	3	2	2	4755	0.0	95.0	360	0	3	0
115	1	2	0	1	2	3750	0.0	113.0	480	1	1	0
116	1	2	0	1	2	3750	4750.0	176.0	360	1	1	0
117	1	1	1	1	1	1000	3022.0	110.0	360	1	1	0
118	1	1	3	1	2	3167	4000.0	180.0	300	0	3	0
119	2	1	2	1	2	1378	1881.0	167.0	360	1	1	0
