	Gender	Married	Dependents	Education	Self_Emplo1ed	ApplicantIncome	CoapplicantIncome	LoanAmount	Loan_Amount_Term	Credit_History	Property_Area	Loan_Status
0	1	2	0	1	3	12876	0.0	405.0	360	1	3	1
1	1	1	0	1	2	2425	2340.0	143.0	360	1	3	1
2	1	2	0	1	2	3750	0.0	100.0	360	1	1	1
3	2	3	4	1	2	10047	0.0	146.4	240	1	3	1
4	1	2	0	1	2	1926	1851.0	50.0	360	1	3	1
5	1	1	0	1	2	2213	1125.0	146.4	360	1	1	1
6	2	1	0	2	1	7142	0.0	138.0	360	1	2	1
7	1	2	0	1	2	3660	5064.0	187.0	360	1	3	1
8	1	1	0	1	2	7901	1833.0	180.0	360	1	2	1
9	1	2	3	2	2	4707	1993.0	148.0	360	1	3	1
10	1	2	1	1	2	37719	0.0	152.0	360	1	3	1
11	1	1	0	1	2	7333	8333.0	175.0	300	2	2	1
12	1	1	1	1	1	3466	1210.0	130.0	360	1	2	1
13	1	1	2	2	2	4652	0.0	110.0	360	1	2	1
14	1	1	2	2	2	1958	1456.0	60.0	300	2	1	1
15	1	1	0	1	2	2483	2466.0	90.0	180	0	2	1
16	1	2	0	1	1	7085	0.0	84.0	360	1	3	1
17	1	1	2	1	2	3859	0.0	96.0	360	1	3	1
18	1	1	0	1	2	4301	0.0	118.0	360	1	1	1
19	1	2	2	1	2	4354	0.0	136.0	360	1	2	1
20	3	1	0	1	1	2083	4083.0	160.0	360	2	3	1
21	1	1	3	1	2	7740	0.0	128.0	180	1	1	1
22	1	1	0	1	2	3015	2188.0	153.0	360	1	2	1
23	2	2	1	2	3	5191	0.0	132.0	360	1	3	1
24	1	2	0	1	2	6000	0.0	140.0	360	1	2	1
25	3	1	0	1	2	16692	0.0	110.0	360	1	3	1
26	2	1	2	2	3	210	2917.0	98.0	360	1	3	1
27	1	1	1	1	1	3450	2079.0	162.0	360	1	3	1
28	1	1	3	1	2	4691	0.0	100.0	360	1	3	1
29	2	2	0	1	1	2500	0.0	93.0	360	2	1	1
30	1	2	2	1	2	5532	4648.0	162.0	360	1	2	1
31	1	1	2	1	1	16525	1014.0	150.0	360	1	2	1
32	1	1	2	1	2	6700	1750.0	230.0	300	1	3	1
33	1	1	1	1	1	16667	2250.0	86.0	360	1	3	1
34	2	2	0	2	2	4350	0.0	154.0	360	1	2	1
35	1	1	3	2	2	3095	0.0	113.0	360	1	2	1
36	1	1	0	1	2	2083	3150.0	128.0	360	1	3	1
37	1	1	0	1	2	10833	0.0	234.0	360	1	3	1
38	1	1	2	1	2	8333	0.0	246.0	360	1	3	1
39	1	1	1	2	2	1958	2436.0	131.0	360	1	2	1
40	1	1	2	1	1	4583	2083.0	160.0	360	1	3	1
41	1	2	0	2	2	2699	2785.0	96.0	360	2	3	1
42	1	2	0	1	2	6500	0.0	105.0	360	0	2	0
43	1	2	0	1	1	10416	0.0	187.0	360	0	1	0
44	1	1	0	1	3	3539	1376.0	55.0	360	1	2	0
45	1	1	2	1	2	3340	1710.0	150.0	360	0	2	0
46	1	2	1	2	1	2769	1542.0	190.0	360	2	3	0
47	1	1	2	2	2	2309	1255.0	125.0	360	0	2	0
48	1	1	0	1	2	3948	1733.0	149.0	360	0	2	0
49	1	1	0	1	2	3708	2569.0	173.0	360	1	1	0
50	1	1	0	1	2	8334	0.0	160.0	360	1	3	0
51	1	2	0	1	2	4166	0.0	98.0	360	0	3	0
52	1	1	3	2	2	2947	1664.0	70.0	180	0	1	0
53	1	1	0	1	2	4333	2451.0	110.0	360	1	1	0
54	1	1	1	2	2	2653	1500.0	113.0	180	0	2	0
55	3	1	2	1	2	2873	1872.0	132.0	360	0	3	0
56	1	1	2	1	2	2947	1603.0	146.4	360	1	1	0
57	1	2	2	1	2	3547	0.0	80.0	360	0	2	0
58	1	1	1	1	2	18333	0.0	500.0	360	1	1	0
59	1	2	0	1	2	2435	0.0	75.0	360	1	1	0
60	1	1	0	1	2	3597	2157.0	119.0	360	0	2	0
61	1	2	0	1	3	12876	0.0	405.0	360	1	3	1
62	1	1	0	1	2	2425	2340.0	143.0	360	1	3	1
63	1	2	0	1	2	3750	0.0	100.0	360	1	1	1
64	2	3	4	1	2	10047	0.0	146.4	240	1	3	1
65	1	2	0	1	2	1926	1851.0	50.0	360	1	3	1
66	1	1	0	1	2	2213	1125.0	146.4	360	1	1	1
67	2	1	0	2	1	7142	0.0	138.0	360	1	2	1
68	1	2	0	1	2	3660	5064.0	187.0	360	1	3	1
69	1	1	0	1	2	7901	1833.0	180.0	360	1	2	1
70	1	2	3	2	2	4707	1993.0	148.0	360	1	3	1
71	1	2	1	1	2	37719	0.0	152.0	360	1	3	1
72	1	1	0	1	2	7333	8333.0	175.0	300	2	2	1
73	1	1	1	1	1	3466	1210.0	130.0	360	1	2	1
74	1	1	2	2	2	4652	0.0	110.0	360	1	2	1
75	1	1	2	2	2	1958	1456.0	60.0	300	2	1	1
76	1	1	0	1	2	2483	2466.0	90.0	180	0	2	1
77	1	2	0	1	1	7085	0.0	84.0	360	1	3	1
78	1	1	2	1	2	3859	0.0	96.0	360	1	3	1
79	1	1	0	1	2	4301	0.0	118.0	360	1	1	1
80	1	2	2	1	2	4354	0.0	136.0	360	1	2	1
81	3	1	0	1	1	2083	4083.0	160.0	360	2	3	1
82	1	1	3	1	2	7740	0.0	128.0	180	1	1	1
83	1	1	0	1	2	3015	2188.0	153.0	360	1	2	1
84	2	2	1	2	3	5191	0.0	132.0	360	1	3	1
85	1	2	0	1	2	6000	0.0	140.0	360	1	2	1
86	3	1	0	1	2	16692	0.0	110.0	360	1	3	1
87	2	1	2	2	3	210	2917.0	98.0	360	1	3	1
88	1	1	1	1	1	3450	2079.0	162.0	360	1	3	1
89	1	1	3	1	2	4691	0.0	100.0	360	1	3	1
90	2	2	0	1	1	2500	0.0	93.0	360	2	1	1
91	1	2	2	1	2	5532	4648.0	162.0	360	1	2	1
92	1	1	2	1	1	16525	1014.0	150.0	360	1	2	1
93	1	1	2	1	2	6700	1750.0	230.0	300	1	3	1
94	1	1	1	1	1	16667	2250.0	86.0	360	1	3	1
95	2	2	0	2	2	4350	0.0	154.0	360	1	2	1
96	1	1	3	2	2	3095	0.0	113.0	360	1	2	1
97	1	1	0	1	2	2083	3150.0	128.0	360	1	3	1
98	1	1	0	1	2	10833	0.0	234.0	360	1	3	1
99	1	1	2	1	2	8333	0.0	246.0	360	1	3	1
100	1	1	1	2	2	1958	2436.0	131.0	360	1	2	1
101	1	1	2	1	1	4583	2083.0	160.0	360	1	3	1
102	1	2	0	2	2	2699	2785.0	96.0	360	2	3	1
103	1	2	0	1	2	6500	0.0	105.0	360	0	2	0
