	Gender	Married	Dependents	Education	Self_Emplo1ed	ApplicantIncome	CoapplicantIncome	LoanAmount	Loan_Amount_Term	Credit_History	Property_Area	Loan_Status
0	1	1	1	2	2	2492	2375.0	146.4	360	1	2	1
1	1	1	1	1	2	3333	3250.0	158.0	360	1	1	1
2	1	1	1	1	2	5468	1032.0	26.0	360	1	3	1
3	2	2	0	1	2	2667	1625.0	84.0	360	2	1	1
4	1	1	3	1	1	10139	0.0	260.0	360	1	3	1
5	1	1	0	1	2	3887	2669.0	162.0	360	1	3	1
6	2	1	0	1	2	4180	2306.0	182.0	360	1	3	1
7	1	1	2	2	2	3675	242.0	108.0	360	1	3	1
8	2	1	1	1	1	19484	0.0	600.0	360	1	3	1
9	1	1	0	1	2	5923	2054.0	211.0	360	1	2	1
10	1	2	0	2	1	5800	0.0	132.0	360	1	3	1
11	1	1	0	2	2	4467	0.0	120.0	360	2	2	1
12	1	2	0	1	2	3333	0.0	70.0	360	1	1	1
13	1	1	1	1	2	3417	1750.0	186.0	360	1	1	1
14	1	1	2	1	2	16666	0.0	275.0	360	1	1	1
15	1	1	2	1	2	3159	461.0	108.0	84	1	1	1
16	1	2	0	1	2	3229	2739.0	110.0	360	1	1	1
17	1	1	1	1	2	1782	2232.0	107.0	360	1	2	1
18	1	2	0	1	3	3182	2917.0	161.0	360	1	1	1
19	1	1	2	1	2	6540	0.0	205.0	360	1	3	1
20	2	1	0	1	2	3166	0.0	36.0	360	1	3	1
21	1	1	0	1	2	2297	1522.0	104.0	360	1	1	1
22	2	2	0	2	2	2165	0.0	70.0	360	1	3	1
23	3	2	0	1	2	4750	0.0	94.0	360	1	3	1
24	1	1	0	1	2	3000	3416.0	56.0	180	1	3	1
25	3	2	3	1	1	9357	0.0	292.0	360	1	3	1
26	1	1	0	1	2	3859	3300.0	142.0	180	1	2	1
27	1	1	0	1	1	16120	0.0	260.0	360	1	1	1
28	1	2	0	2	2	3833	0.0	110.0	360	1	2	1
29	1	1	0	1	1	9963	0.0	180.0	360	1	2	1
30	1	1	2	1	2	5780	0.0	192.0	360	1	1	1
31	1	1	0	2	3	2894	2792.0	155.0	360	1	2	1
32	1	1	3	1	2	5703	0.0	128.0	360	1	1	1
33	1	2	0	1	2	3676	4301.0	172.0	360	1	2	1
34	2	1	1	1	2	12000	0.0	496.0	360	1	3	1
35	1	1	1	1	2	3400	2500.0	173.0	360	1	3	1
36	1	1	2	2	2	3987	1411.0	157.0	360	1	2	1
37	1	1	0	1	2	3232	1950.0	108.0	360	1	2	1
38	2	2	0	1	2	2900	0.0	71.0	360	1	2	1
39	1	1	3	1	2	4106	0.0	40.0	180	1	2	1
40	1	1	1	1	2	8072	240.0	253.0	360	1	1	1
41	1	1	2	1	2	7583	0.0	187.0	360	1	1	1
42	1	1	2	1	2	8799	0.0	258.0	360	0	1	0
43	1	1	3	1	2	3400	2500.0	123.0	360	0	2	0
44	2	2	0	1	2	2378	0.0	9.0	360	1	1	0
45	1	1	0	1	2	3166	2064.0	104.0	360	0	1	0
46	1	1	4	1	2	5116	1451.0	165.0	360	0	1	0
47	1	1	2	2	2	6125	1625.0	187.0	480	1	3	0
48	1	1	3	1	2	6406	0.0	150.0	360	1	3	0
49	3	1	0	1	2	3087	2210.0	136.0	360	0	3	0
50	1	2	0	1	2	1836	33837.0	90.0	360	1	1	0
51	1	1	1	1	2	1880	0.0	61.0	360	2	2	0
52	1	1	1	1	2	2787	1917.0	146.0	360	0	2	0
53	1	1	1	1	2	4283	3000.0	172.0	84	1	2	0
54	1	1	2	1	1	2726	0.0	106.0	360	0	3	0
55	1	1	2	1	1	6000	0.0	205.0	240	1	3	0
56	1	1	2	2	1	6383	1000.0	187.0	360	1	2	0
57	1	2	4	1	2	2987	0.0	88.0	360	0	3	0
58	2	2	3	1	3	416	41667.0	350.0	180	2	1	0
59	1	1	0	2	2	2400	3800.0	146.4	180	1	1	0
60	2	2	0	1	1	4583	0.0	133.0	360	0	3	0
61	1	1	1	2	2	2492	2375.0	146.4	360	1	2	1
62	1	1	1	1	2	3333	3250.0	158.0	360	1	1	1
63	1	1	1	1	2	5468	1032.0	26.0	360	1	3	1
64	2	2	0	1	2	2667	1625.0	84.0	360	2	1	1
65	1	1	3	1	1	10139	0.0	260.0	360	1	3	1
66	1	1	0	1	2	3887	2669.0	162.0	360	1	3	1
67	2	1	0	1	2	4180	2306.0	182.0	360	1	3	1
68	1	1	2	2	2	3675	242.0	108.0	360	1	3	1
69	2	1	1	1	1	19484	0.0	600.0	360	1	3	1
70	1	1	0	1	2	5923	2054.0	211.0	360	1	2	1
71	1	2	0	2	1	5800	0.0	132.0	360	1	3	1
72	1	1	0	2	2	4467	0.0	120.0	360	2	2	1
73	1	2	0	1	2	3333	0.0	70.0	360	1	1	1
74	1	1	1	1	2	3417	1750.0	186.0	360	1	1	1
75	1	1	2	1	2	16666	0.0	275.0	360	1	1	1
76	1	1	2	1	2	3159	461.0	108.0	84	1	1	1
77	1	2	0	1	2	3229	2739.0	110.0	360	1	1	1
78	1	1	1	1	2	1782	2232.0	107.0	360	1	2	1
79	1	2	0	1	3	3182	2917.0	161.0	360	1	1	1
80	1	1	2	1	2	6540	0.0	205.0	360	1	3	1
81	2	1	0	1	2	3166	0.0	36.0	360	1	3	1
82	1	1	0	1	2	2297	1522.0	104.0	360	1	1	1
83	2	2	0	2	2	2165	0.0	70.0	360	1	3	1
84	3	2	0	1	2	4750	0.0	94.0	360	1	3	1
85	1	1	0	1	2	3000	3416.0	56.0	180	1	3	1
86	3	2	3	1	1	9357	0.0	292.0	360	1	3	1
87	1	1	0	1	2	3859	3300.0	142.0	180	1	2	1
88	1	1	0	1	1	16120	0.0	260.0	360	1	1	1
89	1	2	0	2	2	3833	0.0	110.0	360	1	2	1
90	1	1	0	1	1	9963	0.0	180.0	360	1	2	1
91	1	1	2	1	2	5780	0.0	192.0	360	1	1	1
92	1	1	0	2	3	2894	2792.0	155.0	360	1	2	1
93	1	1	3	1	2	5703	0.0	128.0	360	1	1	1
94	1	2	0	1	2	3676	4301.0	172.0	360	1	2	1
95	2	1	1	1	2	12000	0.0	496.0	360	1	3	1
96	1	1	1	1	2	3400	2500.0	173.0	360	1	3	1
97	1	1	2	2	2	3987	1411.0	157.0	360	1	2	1
98	1	1	0	1	2	3232	1950.0	108.0	360	1	2	1
99	2	2	0	1	2	2900	0.0	71.0	360	1	2	1
100	1	1	3	1	2	4106	0.0	40.0	180	1	2	1
101	1	1	1	1	2	8072	240.0	253.0	360	1	1	1
102	1	1	2	1	2	7583	0.0	187.0	360	1	1	1
103	1	1	2	1	2	8799	0.0	258.0	360	0	1	0
104	1	1	3	1	2	3400	2500.0	123.0	360	0	2	0
105	2	2	0	1	2	2378	0.0	9.0	360	1	1	0
106	1	1	0	1	2	3166	2064.0	104.0	360	0	1	0
107	1	1	4	1	2	5116	1451.0	165.0	360	0	1	0
108	1	1	2	2	2	6125	1625.0	187.0	480	1	3	0
109	1	1	3	1	2	6406	0.0	150.0	360	1	3	0
110	3	1	0	1	2	3087	2210.0	136.0	360	0	3	0
111	1	2	0	1	2	1836	33837.0	90.0	360	1	1	0
112	1	1	1	1	2	1880	0.0	61.0	360	2	2	0
113	1	1	1	1	2	2787	1917.0	146.0	360	0	2	0
114	1	1	1	1	2	4283	3000.0	172.0	84	1	2	0
115	1	1	2	1	1	2726	0.0	106.0	360	0	3	0
116	1	1	2	1	1	6000	0.0	205.0	240	1	3	0
117	1	1	2	2	1	6383	1000.0	187.0	360	1	2	0
118	1	2	4	1	2	2987	0.0	88.0	360	0	3	0
119	2	2	3	1	3	416	41667.0	350.0	180	2	1	0
120	1	1	0	2	2	2400	3800.0	146.4	180	1	1	0
121	2	2	0	1	1	4583	0.0	133.0	360	0	3	0
122	1	1	1	2	2	2492	2375.0	146.4	360	1	2	1
123	1	1	1	1	2	3333	3250.0	158.0	360	1	1	1
124	1	1	1	1	2	5468	1032.0	26.0	360	1	3	1
125	2	2	0	1	2	2667	1625.0	84.0	360	2	1	1
126	1	1	3	1	1	10139	0.0	260.0	360	1	3	1
127	1	1	0	1	2	3887	2669.0	162.0	360	1	3	1
128	2	1	0	1	2	4180	2306.0	182.0	360	1	3	1
129	1	1	2	2	2	3675	242.0	108.0	360	1	3	1
130	2	1	1	1	1	19484	0.0	600.0	360	1	3	1
131	1	1	0	1	2	5923	2054.0	211.0	360	1	2	1
132	1	2	0	2	1	5800	0.0	132.0	360	1	3	1
133	1	1	0	2	2	4467	0.0	120.0	360	2	2	1
134	1	2	0	1	2	3333	0.0	70.0	360	1	1	1
135	1	1	1	1	2	3417	1750.0	186.0	360	1	1	1
136	1	1	2	1	2	16666	0.0	275.0	360	1	1	1
137	1	1	2	1	2	3159	461.0	108.0	84	1	1	1
138	1	2	0	1	2	3229	2739.0	110.0	360	1	1	1
139	1	1	1	1	2	1782	2232.0	107.0	360	1	2	1
140	1	2	0	1	3	3182	2917.0	161.0	360	1	1	1
141	1	1	2	1	2	6540	0.0	205.0	360	1	3	1
142	2	1	0	1	2	3166	0.0	36.0	360	1	3	1
143	1	1	0	1	2	2297	1522.0	104.0	360	1	1	1
144	2	2	0	2	2	2165	0.0	70.0	360	1	3	1
145	3	2	0	1	2	4750	0.0	94.0	360	1	3	1
146	1	1	0	1	2	3000	3416.0	56.0	180	1	3	1
147	3	2	3	1	1	9357	0.0	292.0	360	1	3	1
148	1	1	0	1	2	3859	3300.0	142.0	180	1	2	1
149	1	1	0	1	1	16120	0.0	260.0	360	1	1	1
150	1	2	0	2	2	3833	0.0	110.0	360	1	2	1
151	1	1	0	1	1	9963	0.0	180.0	360	1	2	1
152	1	1	2	1	2	5780	0.0	192.0	360	1	1	1
153	1	1	0	2	3	2894	2792.0	155.0	360	1	2	1
154	1	1	3	1	2	5703	0.0	128.0	360	1	1	1
155	1	2	0	1	2	3676	4301.0	172.0	360	1	2	1
156	2	1	1	1	2	12000	0.0	496.0	360	1	3	1
157	1	1	1	1	2	3400	2500.0	173.0	360	1	3	1
158	1	1	2	2	2	3987	1411.0	157.0	360	1	2	1
159	1	1	0	1	2	3232	1950.0	108.0	360	1	2	1
160	2	2	0	1	2	2900	0.0	71.0	360	1	2	1
161	1	1	3	1	2	4106	0.0	40.0	180	1	2	1
162	1	1	1	1	2	8072	240.0	253.0	360	1	1	1
163	1	1	2	1	2	7583	0.0	187.0	360	1	1	1
164	1	1	2	1	2	8799	0.0	258.0	360	0	1	0
165	1	1	3	1	2	3400	2500.0	123.0	360	0	2	0
166	2	2	0	1	2	2378	0.0	9.0	360	1	1	0
167	1	1	0	1	2	3166	2064.0	104.0	360	0	1	0
168	1	1	4	1	2	5116	1451.0	165.0	360	0	1	0
169	1	1	2	2	2	6125	1625.0	187.0	480	1	3	0
170	1	1	3	1	2	6406	0.0	150.0	360	1	3	0
171	3	1	0	1	2	3087	2210.0	136.0	360	0	3	0
172	1	2	0	1	2	1836	33837.0	90.0	360	1	1	0
173	1	1	1	1	2	1880	0.0	61.0	360	2	2	0
174	1	1	1	1	2	2787	1917.0	146.0	360	0	2	0
175	1	1	1	1	2	4283	3000.0	172.0	84	1	2	0
176	1	1	2	1	1	2726	0.0	106.0	360	0	3	0
177	1	1	2	1	1	6000	0.0	205.0	240	1	3	0
178	1	1	2	2	1	6383	1000.0	187.0	360	1	2	0
179	1	2	4	1	2	2987	0.0	88.0	360	0	3	0
180	2	2	3	1	3	416	41667.0	350.0	180	2	1	0
181	1	1	0	2	2	2400	3800.0	146.4	180	1	1	0
182	2	2	0	1	1	4583	0.0	133.0	360	0	3	0
183	1	1	1	2	2	2492	2375.0	146.4	360	1	2	1
184	1	1	1	1	2	3333	3250.0	158.0	360	1	1	1
185	1	1	1	1	2	5468	1032.0	26.0	360	1	3	1
186	2	2	0	1	2	2667	1625.0	84.0	360	2	1	1
187	1	1	3	1	1	10139	0.0	260.0	360	1	3	1
188	1	1	0	1	2	3887	2669.0	162.0	360	1	3	1
189	2	1	0	1	2	4180	2306.0	182.0	360	1	3	1
190	1	1	2	2	2	3675	242.0	108.0	360	1	3	1
191	2	1	1	1	1	19484	0.0	600.0	360	1	3	1
192	1	1	0	1	2	5923	2054.0	211.0	360	1	2	1
193	1	2	0	2	1	5800	0.0	132.0	360	1	3	1
194	1	1	0	2	2	4467	0.0	120.0	360	2	2	1
195	1	2	0	1	2	3333	0.0	70.0	360	1	1	1
196	1	1	1	1	2	3417	1750.0	186.0	360	1	1	1
197	1	1	2	1	2	16666	0.0	275.0	360	1	1	1
198	1	1	2	1	2	3159	461.0	108.0	84	1	1	1
199	1	2	0	1	2	3229	2739.0	110.0	360	1	1	1
200	1	1	1	1	2	1782	2232.0	107.0	360	1	2	1
201	1	2	0	1	3	3182	2917.0	161.0	360	1	1	1
202	1	1	2	1	2	6540	0.0	205.0	360	1	3	1
203	2	1	0	1	2	3166	0.0	36.0	360	1	3	1
204	1	1	0	1	2	2297	1522.0	104.0	360	1	1	1
205	2	2	0	2	2	2165	0.0	70.0	360	1	3	1
206	3	2	0	1	2	4750	0.0	94.0	360	1	3	1
207	1	1	0	1	2	3000	3416.0	56.0	180	1	3	1
208	3	2	3	1	1	9357	0.0	292.0	360	1	3	1
209	1	1	0	1	2	3859	3300.0	142.0	180	1	2	1
210	1	1	0	1	1	16120	0.0	260.0	360	1	1	1
211	1	2	0	2	2	3833	0.0	110.0	360	1	2	1
212	1	1	0	1	1	9963	0.0	180.0	360	1	2	1
213	1	1	2	1	2	5780	0.0	192.0	360	1	1	1
214	1	1	0	2	3	2894	2792.0	155.0	360	1	2	1
215	1	1	3	1	2	5703	0.0	128.0	360	1	1	1
216	1	2	0	1	2	3676	4301.0	172.0	360	1	2	1
217	2	1	1	1	2	12000	0.0	496.0	360	1	3	1
218	1	1	1	1	2	3400	2500.0	173.0	360	1	3	1
219	1	1	2	2	2	3987	1411.0	157.0	360	1	2	1
220	1	1	0	1	2	3232	1950.0	108.0	360	1	2	1
221	2	2	0	1	2	2900	0.0	71.0	360	1	2	1
222	1	1	3	1	2	4106	0.0	40.0	180	1	2	1
223	1	1	1	1	2	8072	240.0	253.0	360	1	1	1
224	1	1	2	1	2	7583	0.0	187.0	360	1	1	1
225	1	1	2	1	2	8799	0.0	258.0	360	0	1	0
226	1	1	3	1	2	3400	2500.0	123.0	360	0	2	0
227	2	2	0	1	2	2378	0.0	9.0	360	1	1	0
228	1	1	0	1	2	3166	2064.0	104.0	360	0	1	0
229	1	1	4	1	2	5116	1451.0	165.0	360	0	1	0
230	1	1	2	2	2	6125	1625.0	187.0	480	1	3	0
231	1	1	3	1	2	6406	0.0	150.0	360	1	3	0
232	3	1	0	1	2	3087	2210.0	136.0	360	0	3	0
