	Gender	Married	Dependents	Education	Self_Emplo1ed	ApplicantIncome	CoapplicantIncome	LoanAmount	Loan_Amount_Term	Credit_History	Property_Area	Loan_Status
0	1	1	0	1	2	1809	1868.0	90.0	360	1	1	1
1	1	2	0	2	1	2583	2167.0	104.0	360	1	2	1
2	1	1	1	2	2	2661	7101.0	279.0	180	1	3	1
3	2	2	3	1	2	3083	0.0	255.0	360	1	2	1
4	1	1	1	1	2	6083	4250.0	330.0	360	2	1	1
5	1	2	0	1	2	2060	2209.0	134.0	360	1	3	1
6	2	2	0	1	2	7200	0.0	120.0	360	1	2	1
7	1	2	0	1	1	5166	0.0	128.0	360	1	3	1
8	1	2	0	1	2	4095	3447.0	151.0	360	1	2	1
9	1	1	2	1	2	4708	1387.0	150.0	360	1	3	1
10	1	1	3	1	2	4333	1811.0	160.0	360	0	1	1
11	2	2	1	1	2	2876	1560.0	90.0	360	1	1	1
12	2	2	0	1	2	3237	0.0	30.0	360	1	1	1
13	1	1	0	1	2	11146	0.0	136.0	360	1	1	1
14	1	2	0	1	2	2833	1857.0	126.0	360	1	2	1
15	1	1	0	1	2	2620	2223.0	150.0	360	1	3	1
16	1	1	2	1	2	3900	0.0	90.0	360	1	3	1
17	1	1	1	1	2	2750	1842.0	115.0	360	1	3	1
18	1	1	0	1	2	3993	3274.0	207.0	360	1	3	1
19	1	1	0	1	2	3103	1300.0	80.0	360	1	1	1
20	1	1	0	1	2	14583	0.0	436.0	360	1	3	1
21	2	1	0	2	2	4100	0.0	124.0	360	2	2	1
22	1	1	0	1	2	3927	800.0	112.0	360	1	3	1
23	1	1	2	1	2	2301	985.7999878	78.0	180	1	1	1
24	2	2	0	1	2	1811	1666.0	54.0	360	1	1	1
25	1	2	0	1	2	3158	3053.0	89.0	360	1	2	1
26	1	1	0	1	2	3704	2000.0	120.0	360	1	2	1
27	2	2	0	1	2	4124	0.0	115.0	360	1	3	1
28	1	2	0	1	2	9508	0.0	187.0	360	1	2	1
29	1	1	0	1	2	3075	2416.0	139.0	360	1	2	1
30	1	1	2	1	2	3153	1560.0	134.0	360	1	1	1
31	1	1	0	1	2	2383	3334.0	172.0	360	1	3	1
32	1	1	3	1	3	4416	1250.0	110.0	360	1	1	1
33	1	1	1	1	2	6875	0.0	200.0	360	1	3	1
34	2	1	1	1	2	4666	0.0	135.0	360	1	1	1
35	1	1	4	2	2	2875	1750.0	105.0	360	1	3	1
36	2	2	0	1	2	5000	0.0	132.0	360	1	2	1
37	1	1	1	1	2	1625	1803.0	96.0	360	1	1	1
38	1	2	0	1	2	4000	2500.0	140.0	360	1	2	1
39	2	2	0	1	2	3762	1666.0	135.0	360	1	2	1
40	1	1	2	2	2	7667	0.0	185.0	360	2	2	1
41	2	2	0	1	2	2917	0.0	84.0	360	1	3	1
42	1	2	0	1	1	6050	4333.0	120.0	180	1	1	0
43	1	1	0	2	2	1668	3890.0	201.0	360	0	3	0
44	2	2	2	1	2	3427	0.0	138.0	360	1	1	0
45	1	2	0	1	1	16250	0.0	192.0	360	0	1	0
46	1	2	0	2	2	6045	0.0	115.0	360	0	2	0
47	1	1	3	1	2	5250	0.0	94.0	360	1	1	0
48	1	1	0	1	2	14683	2100.0	304.0	360	1	2	0
49	1	1	3	2	2	4931	0.0	128.0	360	2	3	0
50	2	2	1	1	2	3481	0.0	155.0	36	1	3	0
51	2	2	0	1	3	3418	0.0	135.0	360	1	2	0
52	1	2	1	2	1	4053	2426.0	158.0	360	0	1	0
53	1	1	0	1	2	20667	0.0	146.4	360	1	2	0
54	2	2	0	1	1	2600	1717.0	99.0	300	1	3	0
55	1	1	2	1	2	4400	0.0	127.0	360	0	3	0
56	2	2	4	1	2	5417	0.0	143.0	480	0	1	0
57	2	2	0	1	2	5000	2541.0	151.0	480	1	2	0
58	1	1	1	1	2	2014	2925.0	113.0	360	1	1	0
59	1	1	0	2	2	1800	2934.0	93.0	360	0	1	0
60	1	2	0	2	2	2000	0.0	146.4	360	1	1	0
61	1	1	0	1	2	1809	1868.0	90.0	360	1	1	1
62	1	2	0	2	1	2583	2167.0	104.0	360	1	2	1
63	1	1	1	2	2	2661	7101.0	279.0	180	1	3	1
64	2	2	3	1	2	3083	0.0	255.0	360	1	2	1
65	1	1	1	1	2	6083	4250.0	330.0	360	2	1	1
66	1	2	0	1	2	2060	2209.0	134.0	360	1	3	1
67	2	2	0	1	2	7200	0.0	120.0	360	1	2	1
68	1	2	0	1	1	5166	0.0	128.0	360	1	3	1
69	1	2	0	1	2	4095	3447.0	151.0	360	1	2	1
70	1	1	2	1	2	4708	1387.0	150.0	360	1	3	1
71	1	1	3	1	2	4333	1811.0	160.0	360	0	1	1
72	2	2	1	1	2	2876	1560.0	90.0	360	1	1	1
73	2	2	0	1	2	3237	0.0	30.0	360	1	1	1
74	1	1	0	1	2	11146	0.0	136.0	360	1	1	1
75	1	2	0	1	2	2833	1857.0	126.0	360	1	2	1
76	1	1	0	1	2	2620	2223.0	150.0	360	1	3	1
77	1	1	2	1	2	3900	0.0	90.0	360	1	3	1
78	1	1	1	1	2	2750	1842.0	115.0	360	1	3	1
79	1	1	0	1	2	3993	3274.0	207.0	360	1	3	1
80	1	1	0	1	2	3103	1300.0	80.0	360	1	1	1
81	1	1	0	1	2	14583	0.0	436.0	360	1	3	1
82	2	1	0	2	2	4100	0.0	124.0	360	2	2	1
83	1	1	0	1	2	3927	800.0	112.0	360	1	3	1
84	1	1	2	1	2	2301	985.7999878	78.0	180	1	1	1
85	2	2	0	1	2	1811	1666.0	54.0	360	1	1	1
86	1	2	0	1	2	3158	3053.0	89.0	360	1	2	1
87	1	1	0	1	2	3704	2000.0	120.0	360	1	2	1
88	2	2	0	1	2	4124	0.0	115.0	360	1	3	1
89	1	2	0	1	2	9508	0.0	187.0	360	1	2	1
90	1	1	0	1	2	3075	2416.0	139.0	360	1	2	1
91	1	1	2	1	2	3153	1560.0	134.0	360	1	1	1
92	1	1	0	1	2	2383	3334.0	172.0	360	1	3	1
93	1	1	3	1	3	4416	1250.0	110.0	360	1	1	1
94	1	1	1	1	2	6875	0.0	200.0	360	1	3	1
95	2	1	1	1	2	4666	0.0	135.0	360	1	1	1
96	1	1	4	2	2	2875	1750.0	105.0	360	1	3	1
97	2	2	0	1	2	5000	0.0	132.0	360	1	2	1
98	1	1	1	1	2	1625	1803.0	96.0	360	1	1	1
99	1	2	0	1	2	4000	2500.0	140.0	360	1	2	1
100	2	2	0	1	2	3762	1666.0	135.0	360	1	2	1
101	1	1	2	2	2	7667	0.0	185.0	360	2	2	1
102	2	2	0	1	2	2917	0.0	84.0	360	1	3	1
103	1	2	0	1	1	6050	4333.0	120.0	180	1	1	0
104	1	1	0	2	2	1668	3890.0	201.0	360	0	3	0
105	2	2	2	1	2	3427	0.0	138.0	360	1	1	0
106	1	2	0	1	1	16250	0.0	192.0	360	0	1	0
107	1	2	0	2	2	6045	0.0	115.0	360	0	2	0
108	1	1	3	1	2	5250	0.0	94.0	360	1	1	0
109	1	1	0	1	2	14683	2100.0	304.0	360	1	2	0
110	1	1	3	2	2	4931	0.0	128.0	360	2	3	0
111	2	2	1	1	2	3481	0.0	155.0	36	1	3	0
112	2	2	0	1	3	3418	0.0	135.0	360	1	2	0
113	1	2	1	2	1	4053	2426.0	158.0	360	0	1	0
114	1	1	0	1	2	20667	0.0	146.4	360	1	2	0
115	2	2	0	1	1	2600	1717.0	99.0	300	1	3	0
116	1	1	2	1	2	4400	0.0	127.0	360	0	3	0
117	2	2	4	1	2	5417	0.0	143.0	480	0	1	0
118	2	2	0	1	2	5000	2541.0	151.0	480	1	2	0
119	1	1	1	1	2	2014	2925.0	113.0	360	1	1	0
120	1	1	0	2	2	1800	2934.0	93.0	360	0	1	0
121	1	2	0	2	2	2000	0.0	146.4	360	1	1	0
122	1	1	0	1	2	1809	1868.0	90.0	360	1	1	1
123	1	2	0	2	1	2583	2167.0	104.0	360	1	2	1
124	1	1	1	2	2	2661	7101.0	279.0	180	1	3	1
125	2	2	3	1	2	3083	0.0	255.0	360	1	2	1
126	1	1	1	1	2	6083	4250.0	330.0	360	2	1	1
127	1	2	0	1	2	2060	2209.0	134.0	360	1	3	1
128	2	2	0	1	2	7200	0.0	120.0	360	1	2	1
129	1	2	0	1	1	5166	0.0	128.0	360	1	3	1
130	1	2	0	1	2	4095	3447.0	151.0	360	1	2	1
131	1	1	2	1	2	4708	1387.0	150.0	360	1	3	1
132	1	1	3	1	2	4333	1811.0	160.0	360	0	1	1
133	2	2	1	1	2	2876	1560.0	90.0	360	1	1	1
134	2	2	0	1	2	3237	0.0	30.0	360	1	1	1
135	1	1	0	1	2	11146	0.0	136.0	360	1	1	1
136	1	2	0	1	2	2833	1857.0	126.0	360	1	2	1
137	1	1	0	1	2	2620	2223.0	150.0	360	1	3	1
138	1	1	2	1	2	3900	0.0	90.0	360	1	3	1
139	1	1	1	1	2	2750	1842.0	115.0	360	1	3	1
140	1	1	0	1	2	3993	3274.0	207.0	360	1	3	1
141	1	1	0	1	2	3103	1300.0	80.0	360	1	1	1
142	1	1	0	1	2	14583	0.0	436.0	360	1	3	1
143	2	1	0	2	2	4100	0.0	124.0	360	2	2	1
144	1	1	0	1	2	3927	800.0	112.0	360	1	3	1
145	1	1	2	1	2	2301	985.7999878	78.0	180	1	1	1
146	2	2	0	1	2	1811	1666.0	54.0	360	1	1	1
147	1	2	0	1	2	3158	3053.0	89.0	360	1	2	1
148	1	1	0	1	2	3704	2000.0	120.0	360	1	2	1
149	2	2	0	1	2	4124	0.0	115.0	360	1	3	1
150	1	2	0	1	2	9508	0.0	187.0	360	1	2	1
151	1	1	0	1	2	3075	2416.0	139.0	360	1	2	1
152	1	1	2	1	2	3153	1560.0	134.0	360	1	1	1
153	1	1	0	1	2	2383	3334.0	172.0	360	1	3	1
154	1	1	3	1	3	4416	1250.0	110.0	360	1	1	1
155	1	1	1	1	2	6875	0.0	200.0	360	1	3	1
156	2	1	1	1	2	4666	0.0	135.0	360	1	1	1
157	1	1	4	2	2	2875	1750.0	105.0	360	1	3	1
158	2	2	0	1	2	5000	0.0	132.0	360	1	2	1
159	1	1	1	1	2	1625	1803.0	96.0	360	1	1	1
160	1	2	0	1	2	4000	2500.0	140.0	360	1	2	1
161	2	2	0	1	2	3762	1666.0	135.0	360	1	2	1
162	1	1	2	2	2	7667	0.0	185.0	360	2	2	1
163	2	2	0	1	2	2917	0.0	84.0	360	1	3	1
164	1	2	0	1	1	6050	4333.0	120.0	180	1	1	0
165	1	1	0	2	2	1668	3890.0	201.0	360	0	3	0
166	2	2	2	1	2	3427	0.0	138.0	360	1	1	0
167	1	2	0	1	1	16250	0.0	192.0	360	0	1	0
168	1	2	0	2	2	6045	0.0	115.0	360	0	2	0
169	1	1	3	1	2	5250	0.0	94.0	360	1	1	0
170	1	1	0	1	2	14683	2100.0	304.0	360	1	2	0
171	1	1	3	2	2	4931	0.0	128.0	360	2	3	0
172	2	2	1	1	2	3481	0.0	155.0	36	1	3	0
173	2	2	0	1	3	3418	0.0	135.0	360	1	2	0
174	1	2	1	2	1	4053	2426.0	158.0	360	0	1	0
175	1	1	0	1	2	20667	0.0	146.4	360	1	2	0
176	2	2	0	1	1	2600	1717.0	99.0	300	1	3	0
177	1	1	2	1	2	4400	0.0	127.0	360	0	3	0
178	2	2	4	1	2	5417	0.0	143.0	480	0	1	0
179	2	2	0	1	2	5000	2541.0	151.0	480	1	2	0
180	1	1	1	1	2	2014	2925.0	113.0	360	1	1	0
181	1	1	0	2	2	1800	2934.0	93.0	360	0	1	0
182	1	2	0	2	2	2000	0.0	146.4	360	1	1	0
183	1	1	0	1	2	1809	1868.0	90.0	360	1	1	1
184	1	2	0	2	1	2583	2167.0	104.0	360	1	2	1
185	1	1	1	2	2	2661	7101.0	279.0	180	1	3	1
186	2	2	3	1	2	3083	0.0	255.0	360	1	2	1
187	1	1	1	1	2	6083	4250.0	330.0	360	2	1	1
188	1	2	0	1	2	2060	2209.0	134.0	360	1	3	1
189	2	2	0	1	2	7200	0.0	120.0	360	1	2	1
190	1	2	0	1	1	5166	0.0	128.0	360	1	3	1
191	1	2	0	1	2	4095	3447.0	151.0	360	1	2	1
192	1	1	2	1	2	4708	1387.0	150.0	360	1	3	1
193	1	1	3	1	2	4333	1811.0	160.0	360	0	1	1
194	2	2	1	1	2	2876	1560.0	90.0	360	1	1	1
195	2	2	0	1	2	3237	0.0	30.0	360	1	1	1
196	1	1	0	1	2	11146	0.0	136.0	360	1	1	1
197	1	2	0	1	2	2833	1857.0	126.0	360	1	2	1
198	1	1	0	1	2	2620	2223.0	150.0	360	1	3	1
199	1	1	2	1	2	3900	0.0	90.0	360	1	3	1
200	1	1	1	1	2	2750	1842.0	115.0	360	1	3	1
201	1	1	0	1	2	3993	3274.0	207.0	360	1	3	1
202	1	1	0	1	2	3103	1300.0	80.0	360	1	1	1
203	1	1	0	1	2	14583	0.0	436.0	360	1	3	1
204	2	1	0	2	2	4100	0.0	124.0	360	2	2	1
205	1	1	0	1	2	3927	800.0	112.0	360	1	3	1
206	1	1	2	1	2	2301	985.7999878	78.0	180	1	1	1
207	2	2	0	1	2	1811	1666.0	54.0	360	1	1	1
208	1	2	0	1	2	3158	3053.0	89.0	360	1	2	1
209	1	1	0	1	2	3704	2000.0	120.0	360	1	2	1
210	2	2	0	1	2	4124	0.0	115.0	360	1	3	1
211	1	2	0	1	2	9508	0.0	187.0	360	1	2	1
212	1	1	0	1	2	3075	2416.0	139.0	360	1	2	1
213	1	1	2	1	2	3153	1560.0	134.0	360	1	1	1
214	1	1	0	1	2	2383	3334.0	172.0	360	1	3	1
215	1	1	3	1	3	4416	1250.0	110.0	360	1	1	1
216	1	1	1	1	2	6875	0.0	200.0	360	1	3	1
217	2	1	1	1	2	4666	0.0	135.0	360	1	1	1
218	1	1	4	2	2	2875	1750.0	105.0	360	1	3	1
219	2	2	0	1	2	5000	0.0	132.0	360	1	2	1
220	1	1	1	1	2	1625	1803.0	96.0	360	1	1	1
221	1	2	0	1	2	4000	2500.0	140.0	360	1	2	1
222	2	2	0	1	2	3762	1666.0	135.0	360	1	2	1
223	1	1	2	2	2	7667	0.0	185.0	360	2	2	1
224	2	2	0	1	2	2917	0.0	84.0	360	1	3	1
225	1	2	0	1	1	6050	4333.0	120.0	180	1	1	0
226	1	1	0	2	2	1668	3890.0	201.0	360	0	3	0
227	2	2	2	1	2	3427	0.0	138.0	360	1	1	0
228	1	2	0	1	1	16250	0.0	192.0	360	0	1	0
229	1	2	0	2	2	6045	0.0	115.0	360	0	2	0
230	1	1	3	1	2	5250	0.0	94.0	360	1	1	0
231	1	1	0	1	2	14683	2100.0	304.0	360	1	2	0
232	1	1	3	2	2	4931	0.0	128.0	360	2	3	0
233	2	2	1	1	2	3481	0.0	155.0	36	1	3	0
234	2	2	0	1	3	3418	0.0	135.0	360	1	2	0
235	1	2	1	2	1	4053	2426.0	158.0	360	0	1	0
236	1	1	0	1	2	20667	0.0	146.4	360	1	2	0
237	2	2	0	1	1	2600	1717.0	99.0	300	1	3	0
238	1	1	2	1	2	4400	0.0	127.0	360	0	3	0
239	2	2	4	1	2	5417	0.0	143.0	480	0	1	0
240	2	2	0	1	2	5000	2541.0	151.0	480	1	2	0
241	1	1	1	1	2	2014	2925.0	113.0	360	1	1	0
242	1	1	0	2	2	1800	2934.0	93.0	360	0	1	0
243	1	2	0	2	2	2000	0.0	146.4	360	1	1	0
244	1	1	0	1	2	1809	1868.0	90.0	360	1	1	1
245	1	2	0	2	1	2583	2167.0	104.0	360	1	2	1
246	1	1	1	2	2	2661	7101.0	279.0	180	1	3	1
247	2	2	3	1	2	3083	0.0	255.0	360	1	2	1
248	1	1	1	1	2	6083	4250.0	330.0	360	2	1	1
249	1	2	0	1	2	2060	2209.0	134.0	360	1	3	1
250	2	2	0	1	2	7200	0.0	120.0	360	1	2	1
251	1	2	0	1	1	5166	0.0	128.0	360	1	3	1
252	1	2	0	1	2	4095	3447.0	151.0	360	1	2	1
253	1	1	2	1	2	4708	1387.0	150.0	360	1	3	1
254	1	1	3	1	2	4333	1811.0	160.0	360	0	1	1
255	2	2	1	1	2	2876	1560.0	90.0	360	1	1	1
256	2	2	0	1	2	3237	0.0	30.0	360	1	1	1
257	1	1	0	1	2	11146	0.0	136.0	360	1	1	1
258	1	2	0	1	2	2833	1857.0	126.0	360	1	2	1
259	1	1	0	1	2	2620	2223.0	150.0	360	1	3	1
260	1	1	2	1	2	3900	0.0	90.0	360	1	3	1
261	1	1	1	1	2	2750	1842.0	115.0	360	1	3	1
262	1	1	0	1	2	3993	3274.0	207.0	360	1	3	1
263	1	1	0	1	2	3103	1300.0	80.0	360	1	1	1
264	1	1	0	1	2	14583	0.0	436.0	360	1	3	1
265	2	1	0	2	2	4100	0.0	124.0	360	2	2	1
266	1	1	0	1	2	3927	800.0	112.0	360	1	3	1
267	1	1	2	1	2	2301	985.7999878	78.0	180	1	1	1
268	2	2	0	1	2	1811	1666.0	54.0	360	1	1	1
269	1	2	0	1	2	3158	3053.0	89.0	360	1	2	1
270	1	1	0	1	2	3704	2000.0	120.0	360	1	2	1
271	2	2	0	1	2	4124	0.0	115.0	360	1	3	1
272	1	2	0	1	2	9508	0.0	187.0	360	1	2	1
273	1	1	0	1	2	3075	2416.0	139.0	360	1	2	1
274	1	1	2	1	2	3153	1560.0	134.0	360	1	1	1
275	1	1	0	1	2	2383	3334.0	172.0	360	1	3	1
276	1	1	3	1	3	4416	1250.0	110.0	360	1	1	1
277	1	1	1	1	2	6875	0.0	200.0	360	1	3	1
278	2	1	1	1	2	4666	0.0	135.0	360	1	1	1
279	1	1	4	2	2	2875	1750.0	105.0	360	1	3	1
280	2	2	0	1	2	5000	0.0	132.0	360	1	2	1
281	1	1	1	1	2	1625	1803.0	96.0	360	1	1	1
282	1	2	0	1	2	4000	2500.0	140.0	360	1	2	1
283	2	2	0	1	2	3762	1666.0	135.0	360	1	2	1
284	1	1	2	2	2	7667	0.0	185.0	360	2	2	1
285	2	2	0	1	2	2917	0.0	84.0	360	1	3	1
286	1	2	0	1	1	6050	4333.0	120.0	180	1	1	0
287	1	1	0	2	2	1668	3890.0	201.0	360	0	3	0
288	2	2	2	1	2	3427	0.0	138.0	360	1	1	0
289	1	2	0	1	1	16250	0.0	192.0	360	0	1	0
290	1	2	0	2	2	6045	0.0	115.0	360	0	2	0
291	1	1	3	1	2	5250	0.0	94.0	360	1	1	0
292	1	1	0	1	2	14683	2100.0	304.0	360	1	2	0
293	1	1	3	2	2	4931	0.0	128.0	360	2	3	0
294	2	2	1	1	2	3481	0.0	155.0	36	1	3	0
295	2	2	0	1	3	3418	0.0	135.0	360	1	2	0
296	1	2	1	2	1	4053	2426.0	158.0	360	0	1	0
297	1	1	0	1	2	20667	0.0	146.4	360	1	2	0
298	2	2	0	1	1	2600	1717.0	99.0	300	1	3	0
299	1	1	2	1	2	4400	0.0	127.0	360	0	3	0
300	2	2	4	1	2	5417	0.0	143.0	480	0	1	0
301	2	2	0	1	2	5000	2541.0	151.0	480	1	2	0
