	Gender	Married	Dependents	Education	Self_Emplo1ed	ApplicantIncome	CoapplicantIncome	LoanAmount	Loan_Amount_Term	Credit_History	Property_Area	Loan_Status
0	1	1	1	2	2	5333	1131.0	186.0	360	2	1	1
1	1	2	0	2	2	3691	0.0	110.0	360	1	2	1
2	2	2	0	2	1	17263	0.0	225.0	360	1	3	1
3	2	1	1	1	2	3326	913.0	105.0	84	1	3	1
4	1	1	0	2	2	2600	1700.0	107.0	360	1	2	1
5	1	1	0	1	2	4625	2857.0	111.0	12	2	1	1
6	1	1	1	1	1	2895	0.0	95.0	360	1	3	1
7	2	2	0	1	2	645	3683.0	113.0	480	1	2	1
8	2	2	0	1	2	3159	0.0	100.0	360	1	3	1
9	1	1	2	1	2	4865	5624.0	208.0	360	1	3	1
10	1	1	0	2	2	3814	1483.0	124.0	300	1	3	1
11	1	1	2	1	2	3510	4416.0	243.0	360	1	2	1
12	1	1	0	1	2	20833	6667.0	480.0	360	2	1	1
13	1	1	0	1	1	2479	3013.0	188.0	360	1	1	1
14	2	2	1	1	2	13262	0.0	40.0	360	1	1	1
15	1	1	1	1	2	6065	2004.0	250.0	360	1	3	1
16	1	1	2	1	2	3283	2035.0	148.0	360	1	1	1
17	1	1	3	1	2	3466	3428.0	150.0	360	1	2	1
18	2	1	2	1	2	2031	1632.0	113.0	480	1	3	1
19	1	1	2	2	2	2192	1742.0	45.0	360	1	3	1
20	1	2	0	1	2	2500	0.0	55.0	360	1	3	1
21	1	1	3	1	1	5677	1424.0	100.0	360	1	2	1
22	1	1	2	1	1	7948	7166.0	480.0	360	1	2	1
23	1	1	2	1	1	17500	0.0	400.0	360	1	2	1
24	1	1	0	1	2	3775	0.0	110.0	360	1	3	1
25	1	1	1	2	2	5285	1430.0	161.0	360	0	3	1
26	1	2	1	2	2	2679	1302.0	94.0	360	1	3	1
27	1	2	0	2	2	6783	0.0	130.0	360	1	3	1
28	1	1	0	1	2	1025	5500.0	216.0	360	2	2	1
29	1	1	3	1	2	4281	0.0	100.0	360	1	1	1
30	2	2	0	2	1	18165	0.0	125.0	360	1	1	1
31	1	2	0	2	3	2550	2042.0	126.0	360	1	2	1
32	1	1	0	1	2	6133	3906.0	324.0	360	1	1	1
33	1	2	2	1	2	3617	0.0	107.0	360	1	3	1
34	1	1	3	1	2	6417	0.0	157.0	180	1	2	1
35	2	1	1	1	2	4608	2845.0	140.0	180	1	3	1
36	2	2	1	1	3	3652	0.0	95.0	360	1	3	1
37	1	1	1	2	2	2239	2524.0	128.0	360	1	1	1
38	2	1	0	2	2	3017	663.0	102.0	360	2	3	1
39	1	1	0	1	2	2768	1950.0	155.0	360	1	2	1
40	1	2	0	1	2	2526	1783.0	145.0	360	1	2	1
41	1	1	0	1	2	2785	2016.0	110.0	360	1	2	1
42	1	2	0	1	2	6283	4416.0	209.0	360	0	2	0
43	1	1	1	2	2	4050	5302.0	138.0	360	2	2	0
44	3	2	0	1	2	3583	0.0	96.0	360	1	1	0
45	1	2	0	2	2	3598	1287.0	100.0	360	1	2	0
46	1	1	0	1	2	2130	6666.0	70.0	180	1	3	0
47	1	2	0	1	2	5815	3666.0	311.0	360	1	2	0
48	1	1	4	2	2	3074	1800.0	123.0	360	0	3	0
49	1	2	0	1	2	4683	1915.0	185.0	360	1	3	0
50	2	2	0	2	2	3400	0.0	95.0	360	1	2	0
51	1	2	0	1	2	4680	2087.0	146.4	360	1	3	0
52	1	2	2	1	2	3588	0.0	110.0	360	0	2	0
53	1	2	1	1	2	11250	0.0	196.0	360	2	3	0
54	1	1	0	2	2	2917	536.0	66.0	360	1	2	0
55	2	2	0	1	2	2138	0.0	99.0	360	0	3	0
56	1	2	0	2	2	3358	0.0	80.0	36	1	3	0
57	2	2	0	1	2	5000	0.0	103.0	360	0	3	0
