	1	2	3	4	label
0	5.5	2.4	3.8	1.1	1
1	5.5	2.4	3.7	1.0	1
2	5.8	2.7	3.9	1.2	1
3	6.0	2.7	5.1	1.6	1
4	5.4	3.0	4.5	1.5	1
5	6.0	3.4	4.5	1.6	1
6	6.7	3.1	4.7	1.5	1
7	6.3	2.3	4.4	1.3	1
8	5.6	3.0	4.1	1.3	1
9	5.5	2.5	4.0	1.3	1
10	5.7	4.4	1.5	0.4	0
11	5.4	3.9	1.3	0.4	0
12	5.1	3.5	1.4	0.3	0
13	5.7	3.8	1.7	0.3	0
14	5.1	3.8	1.5	0.3	0
15	5.5	2.4	3.8	1.1	1
16	5.5	2.4	3.7	1.0	1
17	5.8	2.7	3.9	1.2	1
18	6.0	2.7	5.1	1.6	1
19	5.4	3.0	4.5	1.5	1
20	6.0	3.4	4.5	1.6	1
21	6.7	3.1	4.7	1.5	1
22	6.3	2.3	4.4	1.3	1
23	5.6	3.0	4.1	1.3	1
24	5.5	2.5	4.0	1.3	1
25	5.7	4.4	1.5	0.4	0
26	5.4	3.9	1.3	0.4	0
27	5.1	3.5	1.4	0.3	0
28	5.7	3.8	1.7	0.3	0
29	5.1	3.8	1.5	0.3	0
30	5.5	2.4	3.8	1.1	1
31	5.5	2.4	3.7	1.0	1
32	5.8	2.7	3.9	1.2	1
33	6.0	2.7	5.1	1.6	1
34	5.4	3.0	4.5	1.5	1
35	6.0	3.4	4.5	1.6	1
36	6.7	3.1	4.7	1.5	1
37	6.3	2.3	4.4	1.3	1
38	5.6	3.0	4.1	1.3	1
39	5.5	2.5	4.0	1.3	1
40	5.7	4.4	1.5	0.4	0
41	5.4	3.9	1.3	0.4	0
42	5.1	3.5	1.4	0.3	0
43	5.7	3.8	1.7	0.3	0
44	5.1	3.8	1.5	0.3	0
45	5.5	2.4	3.8	1.1	1
46	5.5	2.4	3.7	1.0	1
47	5.8	2.7	3.9	1.2	1
48	6.0	2.7	5.1	1.6	1
49	5.4	3.0	4.5	1.5	1
50	6.0	3.4	4.5	1.6	1
51	6.7	3.1	4.7	1.5	1
52	6.3	2.3	4.4	1.3	1
53	5.6	3.0	4.1	1.3	1
54	5.5	2.5	4.0	1.3	1
55	5.7	4.4	1.5	0.4	0
56	5.4	3.9	1.3	0.4	0
57	5.1	3.5	1.4	0.3	0
58	5.7	3.8	1.7	0.3	0
59	5.1	3.8	1.5	0.3	0
60	5.5	2.4	3.8	1.1	1
61	5.5	2.4	3.7	1.0	1
62	5.8	2.7	3.9	1.2	1
63	6.0	2.7	5.1	1.6	1
64	5.4	3.0	4.5	1.5	1
65	6.0	3.4	4.5	1.6	1
66	6.7	3.1	4.7	1.5	1
67	6.3	2.3	4.4	1.3	1
68	5.6	3.0	4.1	1.3	1
69	5.5	2.5	4.0	1.3	1
70	5.7	4.4	1.5	0.4	0
71	5.4	3.9	1.3	0.4	0
72	5.1	3.5	1.4	0.3	0
73	5.7	3.8	1.7	0.3	0
74	5.1	3.8	1.5	0.3	0
75	5.5	2.4	3.8	1.1	1
76	5.5	2.4	3.7	1.0	1
77	5.8	2.7	3.9	1.2	1
78	6.0	2.7	5.1	1.6	1
79	5.4	3.0	4.5	1.5	1
80	6.0	3.4	4.5	1.6	1
81	6.7	3.1	4.7	1.5	1
82	6.3	2.3	4.4	1.3	1
83	5.6	3.0	4.1	1.3	1
84	5.5	2.5	4.0	1.3	1
85	5.7	4.4	1.5	0.4	0
86	5.4	3.9	1.3	0.4	0
87	5.1	3.5	1.4	0.3	0
88	5.7	3.8	1.7	0.3	0
89	5.1	3.8	1.5	0.3	0
90	5.5	2.4	3.8	1.1	1
91	5.5	2.4	3.7	1.0	1
92	5.8	2.7	3.9	1.2	1
93	6.0	2.7	5.1	1.6	1
94	5.4	3.0	4.5	1.5	1
95	6.0	3.4	4.5	1.6	1
96	6.7	3.1	4.7	1.5	1
97	6.3	2.3	4.4	1.3	1
98	5.6	3.0	4.1	1.3	1
99	5.5	2.5	4.0	1.3	1
100	5.7	4.4	1.5	0.4	0
101	5.4	3.9	1.3	0.4	0
102	5.1	3.5	1.4	0.3	0
103	5.7	3.8	1.7	0.3	0
104	5.1	3.8	1.5	0.3	0
105	5.5	2.4	3.8	1.1	1
106	5.5	2.4	3.7	1.0	1
107	5.8	2.7	3.9	1.2	1
108	6.0	2.7	5.1	1.6	1
109	5.4	3.0	4.5	1.5	1
110	6.0	3.4	4.5	1.6	1
111	6.7	3.1	4.7	1.5	1
112	6.3	2.3	4.4	1.3	1
113	5.6	3.0	4.1	1.3	1
114	5.5	2.5	4.0	1.3	1
115	5.7	4.4	1.5	0.4	0
116	5.4	3.9	1.3	0.4	0
117	5.1	3.5	1.4	0.3	0
118	5.7	3.8	1.7	0.3	0
119	5.1	3.8	1.5	0.3	0
120	5.5	2.4	3.8	1.1	1
121	5.5	2.4	3.7	1.0	1
122	5.8	2.7	3.9	1.2	1
123	6.0	2.7	5.1	1.6	1
124	5.4	3.0	4.5	1.5	1
125	6.0	3.4	4.5	1.6	1
126	6.7	3.1	4.7	1.5	1
127	6.3	2.3	4.4	1.3	1
128	5.6	3.0	4.1	1.3	1
129	5.5	2.5	4.0	1.3	1
130	5.7	4.4	1.5	0.4	0
131	5.4	3.9	1.3	0.4	0
132	5.1	3.5	1.4	0.3	0
133	5.7	3.8	1.7	0.3	0
134	5.1	3.8	1.5	0.3	0
