	1	2	3	4	label
0	6.7	3.1	5.6	2.4	1
1	6.9	3.1	5.1	2.3	1
2	5.8	2.7	5.1	1.9	1
3	6.8	3.2	5.9	2.3	1
4	6.7	3.3	5.7	2.5	1
5	6.7	3.0	5.2	2.3	1
6	6.3	2.5	5.0	1.9	1
7	6.5	3.0	5.2	2.0	1
8	6.2	3.4	5.4	2.3	1
9	5.9	3.0	5.1	1.8	1
10	4.8	3.0	1.4	0.3	0
11	5.1	3.8	1.6	0.2	0
12	4.6	3.2	1.4	0.2	0
13	5.3	3.7	1.5	0.2	0
14	5.0	3.3	1.4	0.2	0
15	6.7	3.1	5.6	2.4	1
16	6.9	3.1	5.1	2.3	1
17	5.8	2.7	5.1	1.9	1
18	6.8	3.2	5.9	2.3	1
19	6.7	3.3	5.7	2.5	1
20	6.7	3.0	5.2	2.3	1
21	6.3	2.5	5.0	1.9	1
22	6.5	3.0	5.2	2.0	1
23	6.2	3.4	5.4	2.3	1
24	5.9	3.0	5.1	1.8	1
25	4.8	3.0	1.4	0.3	0
26	5.1	3.8	1.6	0.2	0
27	4.6	3.2	1.4	0.2	0
28	5.3	3.7	1.5	0.2	0
29	5.0	3.3	1.4	0.2	0
30	6.7	3.1	5.6	2.4	1
31	6.9	3.1	5.1	2.3	1
32	5.8	2.7	5.1	1.9	1
33	6.8	3.2	5.9	2.3	1
34	6.7	3.3	5.7	2.5	1
35	6.7	3.0	5.2	2.3	1
36	6.3	2.5	5.0	1.9	1
37	6.5	3.0	5.2	2.0	1
38	6.2	3.4	5.4	2.3	1
39	5.9	3.0	5.1	1.8	1
40	4.8	3.0	1.4	0.3	0
41	5.1	3.8	1.6	0.2	0
42	4.6	3.2	1.4	0.2	0
43	5.3	3.7	1.5	0.2	0
44	5.0	3.3	1.4	0.2	0
45	6.7	3.1	5.6	2.4	1
46	6.9	3.1	5.1	2.3	1
47	5.8	2.7	5.1	1.9	1
48	6.8	3.2	5.9	2.3	1
49	6.7	3.3	5.7	2.5	1
50	6.7	3.0	5.2	2.3	1
51	6.3	2.5	5.0	1.9	1
52	6.5	3.0	5.2	2.0	1
53	6.2	3.4	5.4	2.3	1
54	5.9	3.0	5.1	1.8	1
55	4.8	3.0	1.4	0.3	0
56	5.1	3.8	1.6	0.2	0
57	4.6	3.2	1.4	0.2	0
58	5.3	3.7	1.5	0.2	0
59	5.0	3.3	1.4	0.2	0
60	6.7	3.1	5.6	2.4	1
61	6.9	3.1	5.1	2.3	1
62	5.8	2.7	5.1	1.9	1
63	6.8	3.2	5.9	2.3	1
64	6.7	3.3	5.7	2.5	1
65	6.7	3.0	5.2	2.3	1
66	6.3	2.5	5.0	1.9	1
67	6.5	3.0	5.2	2.0	1
68	6.2	3.4	5.4	2.3	1
69	5.9	3.0	5.1	1.8	1
70	4.8	3.0	1.4	0.3	0
71	5.1	3.8	1.6	0.2	0
72	4.6	3.2	1.4	0.2	0
73	5.3	3.7	1.5	0.2	0
74	5.0	3.3	1.4	0.2	0
75	6.7	3.1	5.6	2.4	1
76	6.9	3.1	5.1	2.3	1
77	5.8	2.7	5.1	1.9	1
78	6.8	3.2	5.9	2.3	1
79	6.7	3.3	5.7	2.5	1
80	6.7	3.0	5.2	2.3	1
81	6.3	2.5	5.0	1.9	1
82	6.5	3.0	5.2	2.0	1
83	6.2	3.4	5.4	2.3	1
84	5.9	3.0	5.1	1.8	1
85	4.8	3.0	1.4	0.3	0
86	5.1	3.8	1.6	0.2	0
87	4.6	3.2	1.4	0.2	0
88	5.3	3.7	1.5	0.2	0
89	5.0	3.3	1.4	0.2	0
90	6.7	3.1	5.6	2.4	1
91	6.9	3.1	5.1	2.3	1
92	5.8	2.7	5.1	1.9	1
93	6.8	3.2	5.9	2.3	1
94	6.7	3.3	5.7	2.5	1
95	6.7	3.0	5.2	2.3	1
96	6.3	2.5	5.0	1.9	1
97	6.5	3.0	5.2	2.0	1
98	6.2	3.4	5.4	2.3	1
99	5.9	3.0	5.1	1.8	1
100	4.8	3.0	1.4	0.3	0
101	5.1	3.8	1.6	0.2	0
102	4.6	3.2	1.4	0.2	0
103	5.3	3.7	1.5	0.2	0
104	5.0	3.3	1.4	0.2	0
105	6.7	3.1	5.6	2.4	1
106	6.9	3.1	5.1	2.3	1
107	5.8	2.7	5.1	1.9	1
108	6.8	3.2	5.9	2.3	1
109	6.7	3.3	5.7	2.5	1
110	6.7	3.0	5.2	2.3	1
111	6.3	2.5	5.0	1.9	1
112	6.5	3.0	5.2	2.0	1
113	6.2	3.4	5.4	2.3	1
114	5.9	3.0	5.1	1.8	1
115	4.8	3.0	1.4	0.3	0
116	5.1	3.8	1.6	0.2	0
117	4.6	3.2	1.4	0.2	0
118	5.3	3.7	1.5	0.2	0
119	5.0	3.3	1.4	0.2	0
120	6.7	3.1	5.6	2.4	1
121	6.9	3.1	5.1	2.3	1
122	5.8	2.7	5.1	1.9	1
123	6.8	3.2	5.9	2.3	1
124	6.7	3.3	5.7	2.5	1
125	6.7	3.0	5.2	2.3	1
126	6.3	2.5	5.0	1.9	1
127	6.5	3.0	5.2	2.0	1
128	6.2	3.4	5.4	2.3	1
129	5.9	3.0	5.1	1.8	1
130	4.8	3.0	1.4	0.3	0
131	5.1	3.8	1.6	0.2	0
132	4.6	3.2	1.4	0.2	0
133	5.3	3.7	1.5	0.2	0
134	5.0	3.3	1.4	0.2	0
