	1	2	3	4	label
0	6.9	3.2	5.7	2.3	1
1	5.6	2.8	4.9	2.0	1
2	7.7	2.8	6.7	2.0	1
3	6.3	2.7	4.9	1.8	1
4	6.7	3.3	5.7	2.1	1
5	7.2	3.2	6.0	1.8	1
6	6.2	2.8	4.8	1.8	1
7	6.1	3.0	4.9	1.8	1
8	6.4	2.8	5.6	2.1	1
9	7.2	3.0	5.8	1.6	1
10	5.0	3.2	1.2	0.2	0
11	5.5	3.5	1.3	0.2	0
12	4.9	3.1	1.5	0.1	0
13	4.4	3.0	1.3	0.2	0
14	5.1	3.4	1.5	0.2	0
15	6.9	3.2	5.7	2.3	1
16	5.6	2.8	4.9	2.0	1
17	7.7	2.8	6.7	2.0	1
18	6.3	2.7	4.9	1.8	1
19	6.7	3.3	5.7	2.1	1
20	7.2	3.2	6.0	1.8	1
21	6.2	2.8	4.8	1.8	1
22	6.1	3.0	4.9	1.8	1
23	6.4	2.8	5.6	2.1	1
24	7.2	3.0	5.8	1.6	1
25	5.0	3.2	1.2	0.2	0
26	5.5	3.5	1.3	0.2	0
27	4.9	3.1	1.5	0.1	0
28	4.4	3.0	1.3	0.2	0
29	5.1	3.4	1.5	0.2	0
30	6.9	3.2	5.7	2.3	1
31	5.6	2.8	4.9	2.0	1
32	7.7	2.8	6.7	2.0	1
33	6.3	2.7	4.9	1.8	1
34	6.7	3.3	5.7	2.1	1
35	7.2	3.2	6.0	1.8	1
36	6.2	2.8	4.8	1.8	1
37	6.1	3.0	4.9	1.8	1
38	6.4	2.8	5.6	2.1	1
39	7.2	3.0	5.8	1.6	1
40	5.0	3.2	1.2	0.2	0
41	5.5	3.5	1.3	0.2	0
42	4.9	3.1	1.5	0.1	0
43	4.4	3.0	1.3	0.2	0
44	5.1	3.4	1.5	0.2	0
45	6.9	3.2	5.7	2.3	1
46	5.6	2.8	4.9	2.0	1
47	7.7	2.8	6.7	2.0	1
48	6.3	2.7	4.9	1.8	1
49	6.7	3.3	5.7	2.1	1
50	7.2	3.2	6.0	1.8	1
51	6.2	2.8	4.8	1.8	1
52	6.1	3.0	4.9	1.8	1
53	6.4	2.8	5.6	2.1	1
54	7.2	3.0	5.8	1.6	1
55	5.0	3.2	1.2	0.2	0
56	5.5	3.5	1.3	0.2	0
57	4.9	3.1	1.5	0.1	0
58	4.4	3.0	1.3	0.2	0
59	5.1	3.4	1.5	0.2	0
60	6.9	3.2	5.7	2.3	1
61	5.6	2.8	4.9	2.0	1
62	7.7	2.8	6.7	2.0	1
63	6.3	2.7	4.9	1.8	1
64	6.7	3.3	5.7	2.1	1
65	7.2	3.2	6.0	1.8	1
66	6.2	2.8	4.8	1.8	1
67	6.1	3.0	4.9	1.8	1
68	6.4	2.8	5.6	2.1	1
69	7.2	3.0	5.8	1.6	1
70	5.0	3.2	1.2	0.2	0
71	5.5	3.5	1.3	0.2	0
72	4.9	3.1	1.5	0.1	0
73	4.4	3.0	1.3	0.2	0
74	5.1	3.4	1.5	0.2	0
75	6.9	3.2	5.7	2.3	1
76	5.6	2.8	4.9	2.0	1
77	7.7	2.8	6.7	2.0	1
78	6.3	2.7	4.9	1.8	1
79	6.7	3.3	5.7	2.1	1
80	7.2	3.2	6.0	1.8	1
81	6.2	2.8	4.8	1.8	1
82	6.1	3.0	4.9	1.8	1
83	6.4	2.8	5.6	2.1	1
84	7.2	3.0	5.8	1.6	1
85	5.0	3.2	1.2	0.2	0
86	5.5	3.5	1.3	0.2	0
87	4.9	3.1	1.5	0.1	0
88	4.4	3.0	1.3	0.2	0
89	5.1	3.4	1.5	0.2	0
90	6.9	3.2	5.7	2.3	1
91	5.6	2.8	4.9	2.0	1
92	7.7	2.8	6.7	2.0	1
93	6.3	2.7	4.9	1.8	1
94	6.7	3.3	5.7	2.1	1
95	7.2	3.2	6.0	1.8	1
96	6.2	2.8	4.8	1.8	1
97	6.1	3.0	4.9	1.8	1
98	6.4	2.8	5.6	2.1	1
99	7.2	3.0	5.8	1.6	1
100	5.0	3.2	1.2	0.2	0
101	5.5	3.5	1.3	0.2	0
102	4.9	3.1	1.5	0.1	0
103	4.4	3.0	1.3	0.2	0
104	5.1	3.4	1.5	0.2	0
105	6.9	3.2	5.7	2.3	1
106	5.6	2.8	4.9	2.0	1
107	7.7	2.8	6.7	2.0	1
108	6.3	2.7	4.9	1.8	1
109	6.7	3.3	5.7	2.1	1
110	7.2	3.2	6.0	1.8	1
111	6.2	2.8	4.8	1.8	1
112	6.1	3.0	4.9	1.8	1
113	6.4	2.8	5.6	2.1	1
114	7.2	3.0	5.8	1.6	1
115	5.0	3.2	1.2	0.2	0
116	5.5	3.5	1.3	0.2	0
117	4.9	3.1	1.5	0.1	0
118	4.4	3.0	1.3	0.2	0
119	5.1	3.4	1.5	0.2	0
120	6.9	3.2	5.7	2.3	1
121	5.6	2.8	4.9	2.0	1
122	7.7	2.8	6.7	2.0	1
123	6.3	2.7	4.9	1.8	1
124	6.7	3.3	5.7	2.1	1
125	7.2	3.2	6.0	1.8	1
126	6.2	2.8	4.8	1.8	1
127	6.1	3.0	4.9	1.8	1
128	6.4	2.8	5.6	2.1	1
129	7.2	3.0	5.8	1.6	1
130	5.0	3.2	1.2	0.2	0
131	5.5	3.5	1.3	0.2	0
132	4.9	3.1	1.5	0.1	0
133	4.4	3.0	1.3	0.2	0
134	5.1	3.4	1.5	0.2	0
