	1	2	3	4	label
0	5.9	3.2	4.8	1.8	1
1	6.1	2.8	4.0	1.3	1
2	6.3	2.5	4.9	1.5	1
3	6.1	2.8	4.7	1.2	1
4	6.4	2.9	4.3	1.3	1
5	6.6	3.0	4.4	1.4	1
6	6.8	2.8	4.8	1.4	1
7	6.7	3.0	5.0	1.7	1
8	6.0	2.9	4.5	1.5	1
9	5.7	2.6	3.5	1.0	1
10	5.4	3.7	1.5	0.2	0
11	4.8	3.4	1.6	0.2	0
12	4.8	3.0	1.4	0.1	0
13	4.3	3.0	1.1	0.1	0
14	5.8	4.0	1.2	0.2	0
15	5.9	3.2	4.8	1.8	1
16	6.1	2.8	4.0	1.3	1
17	6.3	2.5	4.9	1.5	1
18	6.1	2.8	4.7	1.2	1
19	6.4	2.9	4.3	1.3	1
20	6.6	3.0	4.4	1.4	1
21	6.8	2.8	4.8	1.4	1
22	6.7	3.0	5.0	1.7	1
23	6.0	2.9	4.5	1.5	1
24	5.7	2.6	3.5	1.0	1
25	5.4	3.7	1.5	0.2	0
26	4.8	3.4	1.6	0.2	0
27	4.8	3.0	1.4	0.1	0
28	4.3	3.0	1.1	0.1	0
29	5.8	4.0	1.2	0.2	0
30	5.9	3.2	4.8	1.8	1
31	6.1	2.8	4.0	1.3	1
32	6.3	2.5	4.9	1.5	1
33	6.1	2.8	4.7	1.2	1
34	6.4	2.9	4.3	1.3	1
35	6.6	3.0	4.4	1.4	1
36	6.8	2.8	4.8	1.4	1
37	6.7	3.0	5.0	1.7	1
38	6.0	2.9	4.5	1.5	1
39	5.7	2.6	3.5	1.0	1
40	5.4	3.7	1.5	0.2	0
41	4.8	3.4	1.6	0.2	0
42	4.8	3.0	1.4	0.1	0
43	4.3	3.0	1.1	0.1	0
44	5.8	4.0	1.2	0.2	0
45	5.9	3.2	4.8	1.8	1
46	6.1	2.8	4.0	1.3	1
47	6.3	2.5	4.9	1.5	1
48	6.1	2.8	4.7	1.2	1
49	6.4	2.9	4.3	1.3	1
50	6.6	3.0	4.4	1.4	1
51	6.8	2.8	4.8	1.4	1
52	6.7	3.0	5.0	1.7	1
53	6.0	2.9	4.5	1.5	1
54	5.7	2.6	3.5	1.0	1
55	5.4	3.7	1.5	0.2	0
56	4.8	3.4	1.6	0.2	0
57	4.8	3.0	1.4	0.1	0
58	4.3	3.0	1.1	0.1	0
59	5.8	4.0	1.2	0.2	0
60	5.9	3.2	4.8	1.8	1
61	6.1	2.8	4.0	1.3	1
62	6.3	2.5	4.9	1.5	1
63	6.1	2.8	4.7	1.2	1
64	6.4	2.9	4.3	1.3	1
65	6.6	3.0	4.4	1.4	1
66	6.8	2.8	4.8	1.4	1
67	6.7	3.0	5.0	1.7	1
68	6.0	2.9	4.5	1.5	1
69	5.7	2.6	3.5	1.0	1
70	5.4	3.7	1.5	0.2	0
71	4.8	3.4	1.6	0.2	0
72	4.8	3.0	1.4	0.1	0
73	4.3	3.0	1.1	0.1	0
74	5.8	4.0	1.2	0.2	0
75	5.9	3.2	4.8	1.8	1
76	6.1	2.8	4.0	1.3	1
77	6.3	2.5	4.9	1.5	1
78	6.1	2.8	4.7	1.2	1
79	6.4	2.9	4.3	1.3	1
80	6.6	3.0	4.4	1.4	1
81	6.8	2.8	4.8	1.4	1
82	6.7	3.0	5.0	1.7	1
83	6.0	2.9	4.5	1.5	1
84	5.7	2.6	3.5	1.0	1
85	5.4	3.7	1.5	0.2	0
86	4.8	3.4	1.6	0.2	0
87	4.8	3.0	1.4	0.1	0
88	4.3	3.0	1.1	0.1	0
89	5.8	4.0	1.2	0.2	0
90	5.9	3.2	4.8	1.8	1
91	6.1	2.8	4.0	1.3	1
92	6.3	2.5	4.9	1.5	1
93	6.1	2.8	4.7	1.2	1
94	6.4	2.9	4.3	1.3	1
95	6.6	3.0	4.4	1.4	1
96	6.8	2.8	4.8	1.4	1
97	6.7	3.0	5.0	1.7	1
98	6.0	2.9	4.5	1.5	1
99	5.7	2.6	3.5	1.0	1
100	5.4	3.7	1.5	0.2	0
101	4.8	3.4	1.6	0.2	0
102	4.8	3.0	1.4	0.1	0
103	4.3	3.0	1.1	0.1	0
104	5.8	4.0	1.2	0.2	0
105	5.9	3.2	4.8	1.8	1
106	6.1	2.8	4.0	1.3	1
107	6.3	2.5	4.9	1.5	1
108	6.1	2.8	4.7	1.2	1
109	6.4	2.9	4.3	1.3	1
110	6.6	3.0	4.4	1.4	1
111	6.8	2.8	4.8	1.4	1
112	6.7	3.0	5.0	1.7	1
113	6.0	2.9	4.5	1.5	1
114	5.7	2.6	3.5	1.0	1
115	5.4	3.7	1.5	0.2	0
116	4.8	3.4	1.6	0.2	0
117	4.8	3.0	1.4	0.1	0
118	4.3	3.0	1.1	0.1	0
119	5.8	4.0	1.2	0.2	0
120	5.9	3.2	4.8	1.8	1
121	6.1	2.8	4.0	1.3	1
122	6.3	2.5	4.9	1.5	1
123	6.1	2.8	4.7	1.2	1
124	6.4	2.9	4.3	1.3	1
125	6.6	3.0	4.4	1.4	1
126	6.8	2.8	4.8	1.4	1
127	6.7	3.0	5.0	1.7	1
128	6.0	2.9	4.5	1.5	1
129	5.7	2.6	3.5	1.0	1
130	5.4	3.7	1.5	0.2	0
131	4.8	3.4	1.6	0.2	0
132	4.8	3.0	1.4	0.1	0
133	4.3	3.0	1.1	0.1	0
134	5.8	4.0	1.2	0.2	0
