	1	2	3	4	label
0	7.0	3.2	4.7	1.4	1
1	6.4	3.2	4.5	1.5	1
2	6.9	3.1	4.9	1.5	1
3	5.5	2.3	4.0	1.3	1
4	6.5	2.8	4.6	1.5	1
5	5.7	2.8	4.5	1.3	1
6	6.3	3.3	4.7	1.6	1
7	4.9	2.4	3.3	1.0	1
8	6.6	2.9	4.6	1.3	1
9	5.2	2.7	3.9	1.4	1
10	5.1	3.5	1.4	0.2	0
11	4.9	3.0	1.4	0.2	0
12	4.7	3.2	1.3	0.2	0
13	4.6	3.1	1.5	0.2	0
14	5.0	3.6	1.4	0.2	0
15	7.0	3.2	4.7	1.4	1
16	6.4	3.2	4.5	1.5	1
17	6.9	3.1	4.9	1.5	1
18	5.5	2.3	4.0	1.3	1
19	6.5	2.8	4.6	1.5	1
20	5.7	2.8	4.5	1.3	1
21	6.3	3.3	4.7	1.6	1
22	4.9	2.4	3.3	1.0	1
23	6.6	2.9	4.6	1.3	1
24	5.2	2.7	3.9	1.4	1
25	5.1	3.5	1.4	0.2	0
26	4.9	3.0	1.4	0.2	0
27	4.7	3.2	1.3	0.2	0
28	4.6	3.1	1.5	0.2	0
29	5.0	3.6	1.4	0.2	0
30	7.0	3.2	4.7	1.4	1
31	6.4	3.2	4.5	1.5	1
32	6.9	3.1	4.9	1.5	1
33	5.5	2.3	4.0	1.3	1
34	6.5	2.8	4.6	1.5	1
35	5.7	2.8	4.5	1.3	1
36	6.3	3.3	4.7	1.6	1
37	4.9	2.4	3.3	1.0	1
38	6.6	2.9	4.6	1.3	1
39	5.2	2.7	3.9	1.4	1
40	5.1	3.5	1.4	0.2	0
41	4.9	3.0	1.4	0.2	0
42	4.7	3.2	1.3	0.2	0
43	4.6	3.1	1.5	0.2	0
44	5.0	3.6	1.4	0.2	0
45	7.0	3.2	4.7	1.4	1
46	6.4	3.2	4.5	1.5	1
47	6.9	3.1	4.9	1.5	1
48	5.5	2.3	4.0	1.3	1
49	6.5	2.8	4.6	1.5	1
50	5.7	2.8	4.5	1.3	1
51	6.3	3.3	4.7	1.6	1
52	4.9	2.4	3.3	1.0	1
53	6.6	2.9	4.6	1.3	1
54	5.2	2.7	3.9	1.4	1
55	5.1	3.5	1.4	0.2	0
56	4.9	3.0	1.4	0.2	0
57	4.7	3.2	1.3	0.2	0
58	4.6	3.1	1.5	0.2	0
59	5.0	3.6	1.4	0.2	0
60	7.0	3.2	4.7	1.4	1
61	6.4	3.2	4.5	1.5	1
62	6.9	3.1	4.9	1.5	1
63	5.5	2.3	4.0	1.3	1
64	6.5	2.8	4.6	1.5	1
65	5.7	2.8	4.5	1.3	1
66	6.3	3.3	4.7	1.6	1
67	4.9	2.4	3.3	1.0	1
68	6.6	2.9	4.6	1.3	1
69	5.2	2.7	3.9	1.4	1
70	5.1	3.5	1.4	0.2	0
71	4.9	3.0	1.4	0.2	0
72	4.7	3.2	1.3	0.2	0
73	4.6	3.1	1.5	0.2	0
74	5.0	3.6	1.4	0.2	0
75	7.0	3.2	4.7	1.4	1
76	6.4	3.2	4.5	1.5	1
77	6.9	3.1	4.9	1.5	1
78	5.5	2.3	4.0	1.3	1
79	6.5	2.8	4.6	1.5	1
80	5.7	2.8	4.5	1.3	1
81	6.3	3.3	4.7	1.6	1
82	4.9	2.4	3.3	1.0	1
83	6.6	2.9	4.6	1.3	1
84	5.2	2.7	3.9	1.4	1
85	5.1	3.5	1.4	0.2	0
86	4.9	3.0	1.4	0.2	0
87	4.7	3.2	1.3	0.2	0
88	4.6	3.1	1.5	0.2	0
89	5.0	3.6	1.4	0.2	0
90	7.0	3.2	4.7	1.4	1
91	6.4	3.2	4.5	1.5	1
92	6.9	3.1	4.9	1.5	1
93	5.5	2.3	4.0	1.3	1
94	6.5	2.8	4.6	1.5	1
95	5.7	2.8	4.5	1.3	1
96	6.3	3.3	4.7	1.6	1
97	4.9	2.4	3.3	1.0	1
98	6.6	2.9	4.6	1.3	1
99	5.2	2.7	3.9	1.4	1
100	5.1	3.5	1.4	0.2	0
101	4.9	3.0	1.4	0.2	0
102	4.7	3.2	1.3	0.2	0
103	4.6	3.1	1.5	0.2	0
104	5.0	3.6	1.4	0.2	0
105	7.0	3.2	4.7	1.4	1
106	6.4	3.2	4.5	1.5	1
107	6.9	3.1	4.9	1.5	1
108	5.5	2.3	4.0	1.3	1
109	6.5	2.8	4.6	1.5	1
110	5.7	2.8	4.5	1.3	1
111	6.3	3.3	4.7	1.6	1
112	4.9	2.4	3.3	1.0	1
113	6.6	2.9	4.6	1.3	1
114	5.2	2.7	3.9	1.4	1
115	5.1	3.5	1.4	0.2	0
116	4.9	3.0	1.4	0.2	0
117	4.7	3.2	1.3	0.2	0
118	4.6	3.1	1.5	0.2	0
119	5.0	3.6	1.4	0.2	0
120	7.0	3.2	4.7	1.4	1
121	6.4	3.2	4.5	1.5	1
122	6.9	3.1	4.9	1.5	1
123	5.5	2.3	4.0	1.3	1
124	6.5	2.8	4.6	1.5	1
125	5.7	2.8	4.5	1.3	1
126	6.3	3.3	4.7	1.6	1
127	4.9	2.4	3.3	1.0	1
128	6.6	2.9	4.6	1.3	1
129	5.2	2.7	3.9	1.4	1
130	5.1	3.5	1.4	0.2	0
131	4.9	3.0	1.4	0.2	0
132	4.7	3.2	1.3	0.2	0
133	4.6	3.1	1.5	0.2	0
134	5.0	3.6	1.4	0.2	0
