	1	2	3	4	label
0	6.3	3.3	6.0	2.5	1
1	5.8	2.7	5.1	1.9	1
2	7.1	3.0	5.9	2.1	1
3	6.3	2.9	5.6	1.8	1
4	6.5	3.0	5.8	2.2	1
5	7.6	3.0	6.6	2.1	1
6	4.9	2.5	4.5	1.7	1
7	7.3	2.9	6.3	1.8	1
8	6.7	2.5	5.8	1.8	1
9	7.2	3.6	6.1	2.5	1
10	5.0	3.0	1.6	0.2	0
11	5.0	3.4	1.6	0.4	0
12	5.2	3.5	1.5	0.2	0
13	5.2	3.4	1.4	0.2	0
14	4.7	3.2	1.6	0.2	0
15	6.3	3.3	6.0	2.5	1
16	5.8	2.7	5.1	1.9	1
17	7.1	3.0	5.9	2.1	1
18	6.3	2.9	5.6	1.8	1
19	6.5	3.0	5.8	2.2	1
20	7.6	3.0	6.6	2.1	1
21	4.9	2.5	4.5	1.7	1
22	7.3	2.9	6.3	1.8	1
23	6.7	2.5	5.8	1.8	1
24	7.2	3.6	6.1	2.5	1
25	5.0	3.0	1.6	0.2	0
26	5.0	3.4	1.6	0.4	0
27	5.2	3.5	1.5	0.2	0
28	5.2	3.4	1.4	0.2	0
29	4.7	3.2	1.6	0.2	0
30	6.3	3.3	6.0	2.5	1
31	5.8	2.7	5.1	1.9	1
32	7.1	3.0	5.9	2.1	1
33	6.3	2.9	5.6	1.8	1
34	6.5	3.0	5.8	2.2	1
35	7.6	3.0	6.6	2.1	1
36	4.9	2.5	4.5	1.7	1
37	7.3	2.9	6.3	1.8	1
38	6.7	2.5	5.8	1.8	1
39	7.2	3.6	6.1	2.5	1
40	5.0	3.0	1.6	0.2	0
41	5.0	3.4	1.6	0.4	0
42	5.2	3.5	1.5	0.2	0
43	5.2	3.4	1.4	0.2	0
44	4.7	3.2	1.6	0.2	0
45	6.3	3.3	6.0	2.5	1
46	5.8	2.7	5.1	1.9	1
47	7.1	3.0	5.9	2.1	1
48	6.3	2.9	5.6	1.8	1
49	6.5	3.0	5.8	2.2	1
50	7.6	3.0	6.6	2.1	1
51	4.9	2.5	4.5	1.7	1
52	7.3	2.9	6.3	1.8	1
53	6.7	2.5	5.8	1.8	1
54	7.2	3.6	6.1	2.5	1
55	5.0	3.0	1.6	0.2	0
56	5.0	3.4	1.6	0.4	0
57	5.2	3.5	1.5	0.2	0
58	5.2	3.4	1.4	0.2	0
59	4.7	3.2	1.6	0.2	0
60	6.3	3.3	6.0	2.5	1
61	5.8	2.7	5.1	1.9	1
62	7.1	3.0	5.9	2.1	1
63	6.3	2.9	5.6	1.8	1
64	6.5	3.0	5.8	2.2	1
65	7.6	3.0	6.6	2.1	1
66	4.9	2.5	4.5	1.7	1
67	7.3	2.9	6.3	1.8	1
68	6.7	2.5	5.8	1.8	1
69	7.2	3.6	6.1	2.5	1
70	5.0	3.0	1.6	0.2	0
71	5.0	3.4	1.6	0.4	0
72	5.2	3.5	1.5	0.2	0
73	5.2	3.4	1.4	0.2	0
74	4.7	3.2	1.6	0.2	0
75	6.3	3.3	6.0	2.5	1
76	5.8	2.7	5.1	1.9	1
77	7.1	3.0	5.9	2.1	1
78	6.3	2.9	5.6	1.8	1
79	6.5	3.0	5.8	2.2	1
80	7.6	3.0	6.6	2.1	1
81	4.9	2.5	4.5	1.7	1
82	7.3	2.9	6.3	1.8	1
83	6.7	2.5	5.8	1.8	1
84	7.2	3.6	6.1	2.5	1
85	5.0	3.0	1.6	0.2	0
86	5.0	3.4	1.6	0.4	0
87	5.2	3.5	1.5	0.2	0
88	5.2	3.4	1.4	0.2	0
89	4.7	3.2	1.6	0.2	0
90	6.3	3.3	6.0	2.5	1
91	5.8	2.7	5.1	1.9	1
92	7.1	3.0	5.9	2.1	1
93	6.3	2.9	5.6	1.8	1
94	6.5	3.0	5.8	2.2	1
95	7.6	3.0	6.6	2.1	1
96	4.9	2.5	4.5	1.7	1
97	7.3	2.9	6.3	1.8	1
98	6.7	2.5	5.8	1.8	1
99	7.2	3.6	6.1	2.5	1
100	5.0	3.0	1.6	0.2	0
101	5.0	3.4	1.6	0.4	0
102	5.2	3.5	1.5	0.2	0
103	5.2	3.4	1.4	0.2	0
104	4.7	3.2	1.6	0.2	0
105	6.3	3.3	6.0	2.5	1
106	5.8	2.7	5.1	1.9	1
107	7.1	3.0	5.9	2.1	1
108	6.3	2.9	5.6	1.8	1
109	6.5	3.0	5.8	2.2	1
110	7.6	3.0	6.6	2.1	1
111	4.9	2.5	4.5	1.7	1
112	7.3	2.9	6.3	1.8	1
113	6.7	2.5	5.8	1.8	1
114	7.2	3.6	6.1	2.5	1
115	5.0	3.0	1.6	0.2	0
116	5.0	3.4	1.6	0.4	0
117	5.2	3.5	1.5	0.2	0
118	5.2	3.4	1.4	0.2	0
119	4.7	3.2	1.6	0.2	0
120	6.3	3.3	6.0	2.5	1
121	5.8	2.7	5.1	1.9	1
122	7.1	3.0	5.9	2.1	1
123	6.3	2.9	5.6	1.8	1
124	6.5	3.0	5.8	2.2	1
125	7.6	3.0	6.6	2.1	1
126	4.9	2.5	4.5	1.7	1
127	7.3	2.9	6.3	1.8	1
128	6.7	2.5	5.8	1.8	1
129	7.2	3.6	6.1	2.5	1
130	5.0	3.0	1.6	0.2	0
131	5.0	3.4	1.6	0.4	0
132	5.2	3.5	1.5	0.2	0
133	5.2	3.4	1.4	0.2	0
134	4.7	3.2	1.6	0.2	0
